marker_value,marker_type,Comportementale,Désignée,Montrée,Suggérée,total_count,P(Comportementale),P(Désignée),P(Montrée),P(Suggérée),entropy,normalized_entropy
virus,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
virus,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
frustrer,lemma,0,3,0,3,6,0.00,0.50,0.00,0.50,1.00,0.50
voitures,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
forêt,lemma,0,3,0,3,6,0.00,0.50,0.00,0.50,1.00,0.50
forêt,word,0,3,0,3,6,0.00,0.50,0.00,0.50,1.00,0.50
croit,word,0,0,3,3,6,0.00,0.00,0.50,0.50,1.00,0.50
préoccuper,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
abri,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
action,lemma,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
objet,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
objets,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
nuire,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
bouquins,word,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
volontairement,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
bouquin,lemma,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
garder,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
volontairement,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
inventer,lemma,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
candidature,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
célébrer,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
adultes,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
terribles,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
jeter,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
journée,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
e,lemma,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
expulser,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
falsifié,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
quartier,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
punir,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
ouvrir,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
pa,word,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
organiser,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
côté,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
r,lemma,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
gagnera,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
armée,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
gagne,lemma,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
oreille,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
ordinateur,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
mordre,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
économique,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
misère,lemma,2,2,0,0,4,0.50,0.50,0.00,0.00,1.00,0.50
hui,word,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
mur,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
rapportent,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
raciste,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
musée,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
dictateur,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
mère,word,0,0,3,3,6,0.00,0.00,0.50,0.50,1.00,0.50
ridicule,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
timidement,word,2,2,0,0,4,0.50,0.50,0.00,0.00,1.00,0.50
voulu,word,4,0,0,4,8,0.50,0.00,0.00,0.50,1.00,0.50
risquer,lemma,0,3,0,3,6,0.00,0.50,0.00,0.50,1.00,0.50
humeur,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
humiliations,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
humiliation,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
humeur,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
homosexuel,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
chef,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
savoir,lemma,0,0,9,9,18,0.00,0.00,0.50,0.50,1.00,0.50
crise,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
truqué,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
particulier,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
parti,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
parti,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
menaçant,word,2,2,0,0,4,0.50,0.50,0.00,0.00,1.00,0.50
c'était,word,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
exceptionnel,lemma,0,4,0,4,8,0.00,0.50,0.00,0.50,1.00,0.50
excellent,lemma,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
covid,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
crise,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
amazonien,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
dictateur,lemma,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
frustrant,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
favoriser,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
candidature,lemma,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
concurrence,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
attaqué,word,6,0,0,6,12,0.50,0.00,0.00,0.50,1.00,0.50
illégalemer,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
concurrence,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
décisions,word,4,0,0,4,8,0.50,0.00,0.00,0.50,1.00,0.50
lieux,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
avis,word,0,0,3,3,6,0.00,0.00,0.50,0.50,1.00,0.50
chef,lemma,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
théâtre,lemma,4,0,0,4,8,0.50,0.00,0.00,0.50,1.00,0.50
aujourd,word,0,0,2,2,4,0.00,0.00,0.50,0.50,1.00,0.50
timidement,lemma,2,2,0,0,4,0.50,0.50,0.00,0.00,1.00,0.50
tas,lemma,0,0,3,3,6,0.00,0.00,0.50,0.50,1.00,0.50
battre,word,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
inaction,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
illégalement,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
tas,word,0,0,3,3,6,0.00,0.00,0.50,0.50,1.00,0.50
inaction,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
proteste,word,2,0,2,0,4,0.50,0.00,0.50,0.00,1.00,0.50
conflits,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
déloyal,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
déloyale,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
poste,lemma,4,0,0,4,8,0.50,0.00,0.00,0.50,1.00,0.50
expulser,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
extrêmement,lemma,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
extrêmement,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
excuses,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
exceptionnel,word,0,2,0,2,4,0.00,0.50,0.00,0.50,1.00,0.50
abri,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
protest,lemma,2,0,2,0,4,0.50,0.00,0.50,0.00,1.00,0.50
corruption,lemma,6,0,0,6,12,0.50,0.00,0.00,0.50,1.00,0.50
corruption,word,6,0,0,6,12,0.50,0.00,0.00,0.50,1.00,0.50
personnel,lemma,3,0,0,3,6,0.50,0.00,0.00,0.50,1.00,0.50
personnelles,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
piles,word,0,0,4,4,8,0.00,0.00,0.50,0.50,1.00,0.50
pile,lemma,0,0,5,5,10,0.00,0.00,0.50,0.50,1.00,0.50
prises,word,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
abriter,lemma,2,0,0,2,4,0.50,0.00,0.00,0.50,1.00,0.50
rire,lemma,21,1,2,2,26,0.81,0.04,0.08,0.08,1.00,0.50
plusieurs,word,10,0,0,11,21,0.48,0.00,0.00,0.52,1.00,0.50
plusieurs,lemma,10,0,0,11,21,0.48,0.00,0.00,0.52,1.00,0.50
décision,lemma,8,0,0,9,17,0.47,0.00,0.00,0.53,1.00,0.50
élection,word,7,0,0,8,15,0.47,0.00,0.00,0.53,1.00,0.50
jamais,word,1,2,6,34,43,0.02,0.05,0.14,0.79,1.00,0.50
ville,word,7,0,0,6,13,0.54,0.00,0.00,0.46,1.00,0.50
roi,word,7,0,0,6,13,0.54,0.00,0.00,0.46,1.00,0.50
roi,lemma,7,0,0,6,13,0.54,0.00,0.00,0.46,1.00,0.50
victimes,word,6,2,0,25,33,0.18,0.06,0.00,0.76,1.00,0.50
ville,lemma,11,0,0,13,24,0.46,0.00,0.00,0.54,0.99,0.50
mauvaise,word,0,5,0,6,11,0.00,0.45,0.00,0.55,0.99,0.50
amus,lemma,6,5,0,0,11,0.55,0.45,0.00,0.00,0.99,0.50
paix,lemma,1,1,1,13,16,0.06,0.06,0.06,0.81,0.99,0.50
paix,word,1,1,1,13,16,0.06,0.06,0.06,0.81,0.99,0.50
moment,lemma,1,0,2,10,13,0.08,0.00,0.15,0.77,0.99,0.50
regard,word,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
état,lemma,10,0,0,8,18,0.56,0.00,0.00,0.44,0.99,0.50
tension,lemma,0,5,0,4,9,0.00,0.56,0.00,0.44,0.99,0.50
état,word,10,0,0,8,18,0.56,0.00,0.00,0.44,0.99,0.50
tensions,word,0,5,0,4,9,0.00,0.56,0.00,0.44,0.99,0.50
côté,lemma,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
occuper,lemma,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
policiers,word,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
cacher,word,5,0,0,4,9,0.56,0.00,0.00,0.44,0.99,0.50
personn,lemma,0,0,5,4,9,0.00,0.00,0.56,0.44,0.99,0.50
voix,lemma,5,0,0,4,9,0.56,0.00,0.00,0.44,0.99,0.50
voix,word,5,0,0,4,9,0.56,0.00,0.00,0.44,0.99,0.50
décision,word,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
regard,lemma,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
silence,lemma,5,0,0,4,9,0.56,0.00,0.00,0.44,0.99,0.50
silence,word,5,0,0,4,9,0.56,0.00,0.00,0.44,0.99,0.50
villes,word,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
américains,word,4,0,0,5,9,0.44,0.00,0.00,0.56,0.99,0.50
élection,lemma,7,0,0,9,16,0.44,0.00,0.00,0.56,0.99,0.49
mariage,word,1,1,0,7,9,0.11,0.11,0.00,0.78,0.99,0.49
film,lemma,0,1,1,7,9,0.00,0.11,0.11,0.78,0.99,0.49
entendre,lemma,1,0,1,7,9,0.11,0.00,0.11,0.78,0.99,0.49
général,lemma,7,1,0,1,9,0.78,0.11,0.00,0.11,0.99,0.49
menacer,word,1,7,0,1,9,0.11,0.78,0.00,0.11,0.99,0.49
société,word,4,0,0,3,7,0.57,0.00,0.00,0.43,0.99,0.49
parle,lemma,0,0,4,3,7,0.00,0.00,0.57,0.43,0.99,0.49
ensemble,word,4,0,0,3,7,0.57,0.00,0.00,0.43,0.99,0.49
société,lemma,4,0,0,3,7,0.57,0.00,0.00,0.43,0.99,0.49
entreprise,lemma,4,0,0,3,7,0.57,0.00,0.00,0.43,0.99,0.49
donnée,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
surtout,word,0,0,4,3,7,0.00,0.00,0.57,0.43,0.99,0.49
surtout,lemma,0,0,4,3,7,0.00,0.00,0.57,0.43,0.99,0.49
vraie,word,0,4,0,3,7,0.00,0.57,0.00,0.43,0.99,0.49
vraie,lemma,0,4,0,3,7,0.00,0.57,0.00,0.43,0.99,0.49
insulte,word,4,3,0,0,7,0.57,0.43,0.00,0.00,0.99,0.49
célébrer,lemma,4,0,0,3,7,0.57,0.00,0.00,0.43,0.99,0.49
continuer,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
présidentiel,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
présidentielle,word,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
combat,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
commettre,lemma,4,0,0,3,7,0.57,0.00,0.00,0.43,0.99,0.49
ami,lemma,6,0,0,8,14,0.43,0.00,0.00,0.57,0.99,0.49
truquer,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
particulier,lemma,0,3,0,4,7,0.00,0.43,0.00,0.57,0.99,0.49
théâtre,word,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
partager,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
mentir,word,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
données,word,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
relation,lemma,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
heure,word,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
gêner,lemma,0,4,0,3,7,0.00,0.57,0.00,0.43,0.99,0.49
relations,word,3,0,0,4,7,0.43,0.00,0.00,0.57,0.99,0.49
menacer,lemma,8,49,0,6,63,0.13,0.78,0.00,0.10,0.98,0.49
amuse,word,7,5,0,0,12,0.58,0.42,0.00,0.00,0.98,0.49
policier,lemma,5,0,0,7,12,0.42,0.00,0.00,0.58,0.98,0.49
violentes,word,7,0,0,5,12,0.58,0.00,0.00,0.42,0.98,0.49
tuer,word,3,1,0,13,17,0.18,0.06,0.00,0.76,0.98,0.49
violent,lemma,14,0,0,20,34,0.41,0.00,0.00,0.59,0.98,0.49
fort,lemma,7,0,0,10,17,0.41,0.00,0.00,0.59,0.98,0.49
gouvernement,lemma,18,1,0,5,24,0.75,0.04,0.00,0.21,0.97,0.49
vaccins,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
étrange,lemma,0,6,0,4,10,0.00,0.60,0.00,0.40,0.97,0.49
jong,lemma,3,2,0,0,5,0.60,0.40,0.00,0.00,0.97,0.49
jong-un,word,3,2,0,0,5,0.60,0.40,0.00,0.00,0.97,0.49
bataille,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
installer,word,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
vrai,word,0,0,2,3,5,0.00,0.00,0.40,0.60,0.97,0.49
bataille,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
interdire,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
réjouit,word,3,2,0,0,5,0.60,0.40,0.00,0.00,0.97,0.49
preuve,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
postes,word,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
population,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
exceptionnelle,word,0,3,0,2,5,0.00,0.60,0.00,0.40,0.97,0.49
excuse,lemma,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
preuve,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
janvier,lemma,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
bateau,lemma,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
novembre,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
novembre,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
gouverner,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
ambiance,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
ambiance,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
violents,word,6,0,0,4,10,0.60,0.00,0.00,0.40,0.97,0.49
reconnaître,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
dessus,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
villages,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
armée,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
arrivée,word,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
sévère,lemma,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
encourager,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
raciste,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
rohingyas,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
rohingyas,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
impressionner,word,0,3,0,2,5,0.00,0.60,0.00,0.40,0.97,0.49
attaquent,word,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
importer,lemma,0,0,2,3,5,0.00,0.00,0.40,0.60,0.97,0.49
avis,lemma,0,0,3,2,5,0.00,0.00,0.60,0.40,0.97,0.49
lit,lemma,0,0,2,3,5,0.00,0.00,0.40,0.60,0.97,0.49
effondrer,word,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
kim,lemma,3,2,0,0,5,0.60,0.40,0.00,0.00,0.97,0.49
tombe,word,0,0,3,2,5,0.00,0.00,0.60,0.40,0.97,0.49
main,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
tirer,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
riches,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
drôles,word,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
tombe,lemma,0,0,3,2,5,0.00,0.00,0.60,0.40,0.97,0.49
voulaient,word,0,3,0,2,5,0.00,0.60,0.00,0.40,0.97,0.49
janvier,word,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
kim,word,3,2,0,0,5,0.60,0.40,0.00,0.00,0.97,0.49
l'air,word,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
classe,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
classe,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
cru,word,0,0,2,3,5,0.00,0.00,0.40,0.60,0.97,0.49
ami,word,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
nuire,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
garder,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
entreprises,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
croit,lemma,0,0,2,3,5,0.00,0.00,0.40,0.60,0.97,0.49
combats,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
voler,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
quel,word,0,0,3,2,5,0.00,0.00,0.60,0.40,0.97,0.49
nucléaire,lemma,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
amusent,lemma,3,2,0,0,5,0.60,0.40,0.00,0.00,0.97,0.49
partir,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
aider,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
élu,lemma,0,3,0,2,5,0.00,0.60,0.00,0.40,0.97,0.49
élu,word,0,3,0,2,5,0.00,0.60,0.00,0.40,0.97,0.49
parlé,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
énerve,word,2,3,0,0,5,0.40,0.60,0.00,0.00,0.97,0.49
point,word,0,0,3,2,5,0.00,0.00,0.60,0.40,0.97,0.49
énerv,lemma,2,3,0,0,5,0.40,0.60,0.00,0.00,0.97,0.49
actions,word,3,0,0,2,5,0.60,0.00,0.00,0.40,0.97,0.49
adulte,lemma,0,3,0,2,5,0.00,0.60,0.00,0.40,0.97,0.49
favoriser,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
exploits,word,0,2,0,3,5,0.00,0.40,0.00,0.60,0.97,0.49
falsifier,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
explosé,word,0,0,3,2,5,0.00,0.00,0.60,0.40,0.97,0.49
œil,lemma,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
œil,word,2,0,0,3,5,0.40,0.00,0.00,0.60,0.97,0.49
gouvernement,word,16,1,0,4,21,0.76,0.05,0.00,0.19,0.96,0.48
rue,lemma,16,0,1,4,21,0.76,0.00,0.05,0.19,0.96,0.48
grandes,word,8,0,0,5,13,0.62,0.00,0.00,0.38,0.96,0.48
traité,word,3,5,0,0,8,0.38,0.62,0.00,0.00,0.95,0.48
blanc,lemma,3,0,0,5,8,0.38,0.00,0.00,0.62,0.95,0.48
réjouir,lemma,5,3,0,0,8,0.62,0.38,0.00,0.00,0.95,0.48
enfermer,lemma,3,0,0,5,8,0.38,0.00,0.00,0.62,0.95,0.48
voit,word,0,0,3,5,8,0.00,0.00,0.38,0.62,0.95,0.48
brûler,lemma,3,0,0,5,8,0.38,0.00,0.00,0.62,0.95,0.48
détruire,word,0,3,0,5,8,0.00,0.38,0.00,0.62,0.95,0.48
heure,lemma,3,0,0,5,8,0.38,0.00,0.00,0.62,0.95,0.48
étrange,word,0,5,0,3,8,0.00,0.62,0.00,0.38,0.95,0.48
exploser,lemma,0,0,3,5,8,0.00,0.00,0.38,0.62,0.95,0.48
injustices,word,3,0,0,5,8,0.38,0.00,0.00,0.62,0.95,0.48
horrible,word,0,11,2,1,14,0.00,0.79,0.14,0.07,0.95,0.47
pris,word,4,0,0,7,11,0.36,0.00,0.00,0.64,0.95,0.47
rendu,word,7,0,0,4,11,0.64,0.00,0.00,0.36,0.95,0.47
danser,lemma,4,0,0,7,11,0.36,0.00,0.00,0.64,0.95,0.47
joie,lemma,3,14,0,1,18,0.17,0.78,0.00,0.06,0.94,0.47
joie,word,3,14,0,1,18,0.17,0.78,0.00,0.06,0.94,0.47
mourir,lemma,1,3,2,28,34,0.03,0.09,0.06,0.82,0.93,0.46
dormir,lemma,1,0,1,8,10,0.10,0.00,0.10,0.80,0.92,0.46
jeu,lemma,1,0,1,8,10,0.10,0.00,0.10,0.80,0.92,0.46
révolte,lemma,8,1,0,1,10,0.80,0.10,0.00,0.10,0.92,0.46
révolte,word,8,1,0,1,10,0.80,0.10,0.00,0.10,0.92,0.46
attendre,lemma,1,0,1,8,10,0.10,0.00,0.10,0.80,0.92,0.46
terres,word,1,1,0,8,10,0.10,0.10,0.00,0.80,0.92,0.46
image,lemma,1,0,1,8,10,0.10,0.00,0.10,0.80,0.92,0.46
énorme,word,0,8,1,1,10,0.00,0.80,0.10,0.10,0.92,0.46
mouvement,lemma,8,1,0,1,10,0.80,0.10,0.00,0.10,0.92,0.46
menaçant,lemma,1,2,0,0,3,0.33,0.67,0.00,0.00,0.92,0.46
échappé,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
sûrement,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
meurtre,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
bisou,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
viol,word,0,0,1,2,3,0.00,0.00,0.33,0.67,0.92,0.46
birmanie,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
birmanie,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
renoncer,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
impatiente,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
échapper,lemma,6,0,0,3,9,0.67,0.00,0.00,0.33,0.92,0.46
arrête,word,1,0,2,0,3,0.33,0.00,0.67,0.00,0.92,0.46
renvoyer,word,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
meurtre,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
arrivée,lemma,0,2,0,4,6,0.00,0.33,0.00,0.67,0.92,0.46
birmane,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
mangent,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
maltraité,lemma,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
toilette,lemma,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
timides,word,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
drame,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
drame,lemma,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
maladies,word,0,2,0,4,6,0.00,0.33,0.00,0.67,0.92,0.46
riche,word,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
reçoit,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
manque,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
manipuler,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
retourner,lemma,1,0,2,0,3,0.33,0.00,0.67,0.00,0.92,0.46
distribution,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
immenses,word,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
impressionnante,word,0,2,0,1,3,0.00,0.67,0.00,0.33,0.92,0.46
importante,word,0,1,0,2,3,0.00,0.33,0.00,0.67,0.92,0.46
révoltée,word,2,1,0,0,3,0.67,0.33,0.00,0.00,0.92,0.46
meilleurs,word,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
mec,lemma,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
distribution,word,0,0,2,1,3,0.00,0.00,0.67,0.33,0.92,0.46
sûrement,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
dispute,lemma,2,0,0,1,3,0.67,0.00,0.00,0.33,0.92,0.46
discours,word,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
discours,lemma,1,0,0,2,3,0.33,0.00,0.00,0.67,0.92,0.46
