marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,match_type,score,levenshtein_distance_norm_noaccent,sequence_ratio_norm_noaccent
jalouse,2,2,4,2,jalouser,jalousie,marker_prefix_of_lexicon_term,0.875,1,0.9333
jalouse,2,2,4,3,jaloux,jalousie,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
jalouse,2,2,4,4,jalousement,jalousie,marker_prefix_of_lexicon_term,0.6364,4,0.7778
jouer,2,2,4,1,jouir,joie,fuzzy_levenshtein_or_sequence,0.8,1,0.8
jouer,2,2,4,2,bouder,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
jouer,2,2,4,3,suer,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
jouer,2,2,4,4,joie,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
jubile,2,2,4,1,jubiler,joie,marker_prefix_of_lexicon_term,0.8571,1,0.9231
jubiles,2,2,4,1,jubiler,joie,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
juif,2,2,4,1,jouir,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
lutter,2,2,4,1,flatter,admiration,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
lutter,2,2,4,2,outrer,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
manger,2,2,4,1,danger,peur,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
manger,2,2,4,2,rager,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
manger,2,2,4,3,tancer,mepris,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
manger,2,2,4,4,marrer,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
mariage,2,2,4,1,marrade,joie,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
meghan,2,2,4,1,méchant,inhumanite,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
moche,2,2,4,1,morne,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
moche,2,2,4,2,lâche,peur,fuzzy_levenshtein_or_sequence,0.6,2,0.6
moche,2,2,4,3,fâché,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
mont,2,2,4,1,morne,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
mont,2,2,4,2,honte,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
mont,2,2,4,3,bonté,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
mont,2,2,4,4,amant,amour,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
montée,2,2,4,1,monstre,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
montée,2,2,4,2,honte,embarras,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
montée,2,2,4,3,bonté,empathie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
métier,2,2,4,1,méfier,peur,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
noir,2,2,4,1,jouir,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
objet,2,2,4,1,abject,degout,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
ours,2,2,4,1,outré,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
parmi,2,2,4,1,hardi,audace,fuzzy_levenshtein_or_sequence,0.6,2,0.6
pension,2,2,4,1,tension,deplaisir,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
pension,2,2,4,2,passion,amour,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
plaisanterie,2,2,4,1,plaisant,amour,lexicon_prefix_of_marker,0.6667,4,0.8
pleurer,2,2,4,1,pleureur,comportement,fuzzy_levenshtein_or_sequence,0.9333,1,0.9333
pleurer,2,2,4,2,épeurer,peur,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
pleurer,2,2,4,3,pleutre,peur,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
pleurer,2,2,4,4,apeurer,peur,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
pleurer,2,2,4,5,pleurard,comportement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
police,2,2,4,1,délice,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
polémique,2,2,4,1,colérique,colere,fuzzy_levenshtein_or_sequence,0.7778,2,0.7778
portable,2,2,4,1,à la limite du supportable,colere,marker_substring_of_lexicon_term,0.3077,18,0.4706
porter,2,2,4,1,pester,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
prendre,2,2,4,1,tendre,amour,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
prendre,2,2,4,2,préféré,amour,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
prendre,2,2,4,3,surprendre,surprise,marker_substring_of_lexicon_term,0.7,3,0.8235
prison,2,2,4,1,frisson,comportement,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
rabaisser,2,2,4,1,rapaiser,apaisement,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
ranger,2,2,4,1,rager,colere,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
ranger,2,2,4,2,danger,peur,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
ranger,2,2,4,3,rageur,colere,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
ranger,2,2,4,4,rage,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
ranger,2,2,4,5,tancer,mepris,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
ravis,2,2,4,1,ravi,joie,fuzzy_levenshtein_or_sequence,0.8889,1,0.8889
ravis,2,2,4,2,ravir,joie,fuzzy_levenshtein_or_sequence,0.8,1,0.8
ravis,2,2,4,3,ravissement,joie,marker_prefix_of_lexicon_term,0.4545,6,0.625
regrettaient,2,2,4,1,regret,culpabilite,lexicon_prefix_of_marker,0.5,6,0.6667
reine,2,2,4,1,peine,tristesse,fuzzy_levenshtein_or_sequence,0.8,1,0.8
reine,2,2,4,2,peiner,tristesse,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
reine,2,2,4,3,rogne,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
reine,2,2,4,4,haine,ressentiment,fuzzy_levenshtein_or_sequence,0.6,2,0.6
reine,2,2,4,5,rire,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.4444
relais,2,2,4,1,relax,apaisement,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
relais,2,2,4,2,relaxe,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
retrouver,2,2,4,1,éprouver,non_specifiee,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
revenir,2,2,4,1,repentir,culpabilite,fuzzy_levenshtein_or_sequence,0.8,2,0.8
riche,2,2,4,1,rire,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
riche,2,2,4,2,risée,mepris,fuzzy_levenshtein_or_sequence,0.6,2,0.6
riche,2,2,4,3,lâche,peur,fuzzy_levenshtein_or_sequence,0.6,2,0.6
riche,2,2,4,4,fâché,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
royal,2,2,4,1,régal,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
réclamer,2,2,4,1,relaxer,apaisement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
réclamer,2,2,4,2,acclamer,admiration,fuzzy_levenshtein_or_sequence,0.75,2,0.75
réjouit,2,2,4,1,réjouir,joie,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
répression,2,2,4,1,expression,non_specifiee,fuzzy_levenshtein_or_sequence,0.9,2,0.9
répression,2,2,4,2,oppression,deplaisir,fuzzy_levenshtein_or_sequence,0.8,2,0.8
réunir,2,2,4,1,rougir,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
s'étonner,2,2,4,1,étonner,surprise,lexicon_substring_of_marker,0.7778,2,0.875
s'étonner,2,2,4,2,étonné,surprise,lexicon_substring_of_marker,0.6667,3,0.8
salle,2,2,4,1,pâle,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
salle,2,2,4,2,calme,apaisement,fuzzy_levenshtein_or_sequence,0.6,2,0.6
seize,2,2,4,1,peine,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
servir,2,2,4,1,serein,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
seul,2,2,4,1,sueur,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
seul,2,2,4,2,deuil,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
stresse,2,2,4,1,stressé,peur,fuzzy_levenshtein_or_sequence,1.0,0,1.0
stresse,2,2,4,2,stresser,peur,marker_prefix_of_lexicon_term,0.875,1,0.9333
stresse,2,2,4,3,stress,peur,lexicon_prefix_of_marker,0.8571,1,0.9231
stresse,2,2,4,4,détresse,tristesse,fuzzy_levenshtein_or_sequence,0.8,2,0.8
stupeur,2,2,4,1,sueur,comportement,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
suite,2,2,4,1,suée,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
suite,2,2,4,2,gaîté,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
suite,2,2,4,3,agité,comportement,fuzzy_levenshtein_or_sequence,0.6,2,0.6
sujet,2,2,4,1,suée,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sujet,2,2,4,2,suer,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sujet,2,2,4,3,suant,comportement,fuzzy_levenshtein_or_sequence,0.6,2,0.6
sujet,2,2,4,4,quiet,apaisement,fuzzy_levenshtein_or_sequence,0.6,2,0.6
sécurité,2,2,4,1,insécurité,peur,marker_substring_of_lexicon_term,0.8,2,0.8889
sérieusement,2,2,4,1,nerveusement,comportement,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
sérieusement,2,2,4,2,furieusement,colere,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
sérieusement,2,2,4,3,curieusement,desir,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
sévère,2,2,4,1,pépère,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
t'inquiète,2,2,4,1,inquiet,peur,lexicon_substring_of_marker,0.7,3,0.8235
t'inquiète,2,2,4,2,quiet,apaisement,lexicon_substring_of_marker,0.5,5,0.6667
terribles,2,2,4,1,terrible,peur,lexicon_prefix_of_marker,0.8889,1,0.9412
terroristes,2,2,4,1,terroriser,peur,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
toucher,2,2,4,1,soucier,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
tour,2,2,4,1,jouir,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
tour,2,2,4,2,amour,amour,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
train,2,2,4,1,entrain,joie,marker_substring_of_lexicon_term,0.7143,2,0.8333
train,2,2,4,2,vain,orgueil,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
train,2,2,4,3,trac,peur,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
train,2,2,4,4,entraînant,joie,marker_substring_of_lexicon_term,0.5,5,0.6667
train,2,2,4,5,boute-en-train,joie,marker_substring_of_lexicon_term,0.3571,9,0.5263
troublé,1,3,4,1,trouble,surprise,fuzzy_levenshtein_or_sequence,1.0,0,1.0
troublé,1,3,4,2,troubler,surprise,marker_prefix_of_lexicon_term,0.875,1,0.9333
troublé,1,3,4,3,trouille,peur,fuzzy_levenshtein_or_sequence,0.8,2,0.8
trouver,2,2,4,1,éprouver,non_specifiee,fuzzy_levenshtein_or_sequence,0.8,2,0.8
trouver,2,2,4,2,troubler,surprise,fuzzy_levenshtein_or_sequence,0.8,2,0.8
trône,2,2,4,1,rogne,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
trône,2,2,4,2,atroce,peur,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
trône,2,2,4,3,drôle,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
tuer,2,2,4,1,sueur,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
vaccin,2,2,4,1,vain,orgueil,fuzzy_levenshtein_or_sequence,0.8,2,0.8
vague,2,2,4,1,rage,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
ventre,2,2,4,1,vénérer,amour,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
ventre,2,2,4,2,venette,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
ventre,2,2,4,3,tendre,amour,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
ventre,2,2,4,4,neutre,impassibilite,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
verre,2,2,4,1,vexé,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
vote,2,2,4,1,honte,embarras,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
vote,2,2,4,2,bonté,empathie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
vénère,2,2,4,1,vénérer,amour,marker_prefix_of_lexicon_term,0.8571,1,0.9231
vénère,2,2,4,2,énervé,colere,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
vénère,2,2,4,3,venette,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
vénère,2,2,4,4,vexer,embarras,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
vénère,2,2,4,5,tendre,amour,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
yeux,2,2,4,1,joyeux,joie,fuzzy_levenshtein_or_sequence,0.8,2,0.8
ébahie,2,2,4,1,ébahi,surprise,lexicon_prefix_of_marker,0.8333,1,0.9091
ébahie,2,2,4,2,ébahir,surprise,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
épaté,2,2,4,1,exalté,joie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
épaté,2,2,4,2,dépité,deplaisir,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
épaté,2,2,4,3,état,non_specifiee,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
épaté,2,2,4,4,pâle,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
étranger,2,2,4,1,enrager,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
actrice,1,2,3,1,atroce,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
admire,2,1,3,1,admirer,admiration,marker_prefix_of_lexicon_term,0.8571,1,0.9231
admire,2,1,3,2,adoré,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
admirent,2,1,3,1,admirer,admiration,fuzzy_levenshtein_or_sequence,0.8,2,0.8
admiré,2,1,3,1,admirer,admiration,marker_prefix_of_lexicon_term,0.8571,1,0.9231
admiré,2,1,3,2,adoré,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
admirée,1,2,3,1,admirer,admiration,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
amusée,1,2,3,1,amuser,joie,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
animé,1,2,3,1,aimer,amour,fuzzy_levenshtein_or_sequence,0.8,2,0.8
animé,1,2,3,2,vanité,orgueil,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
animé,1,2,3,3,agité,comportement,fuzzy_levenshtein_or_sequence,0.6,2,0.6
animé,1,2,3,4,magnanime,empathie,marker_substring_of_lexicon_term,0.5556,4,0.7143
animé,1,2,3,5,pusillanime,peur,marker_substring_of_lexicon_term,0.4545,6,0.625
attristé,1,2,3,1,attrister,tristesse,marker_prefix_of_lexicon_term,0.8889,1,0.9412
attristé,1,2,3,2,altruiste,empathie,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
attristé,1,2,3,3,triste,tristesse,lexicon_substring_of_marker,0.75,2,0.8571
blesser,3,0,3,1,lasser,comportement,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
blesser,3,0,3,2,blaser,degout,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
boudeuse,1,2,3,1,boudeur,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
boudeuse,1,2,3,2,bouderie,colere,fuzzy_levenshtein_or_sequence,0.75,2,0.75
contrarie,2,1,3,1,contrarié,deplaisir,fuzzy_levenshtein_or_sequence,1.0,0,1.0
contrarie,2,1,3,2,contrarier,deplaisir,marker_prefix_of_lexicon_term,0.9,1,0.9474
contrarie,2,1,3,3,contrariété,deplaisir,marker_prefix_of_lexicon_term,0.8182,2,0.9
croie,1,2,3,1,crier,comportement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
croie,1,2,3,2,joie,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
croie,1,2,3,3,drôle,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
culpabilisé,1,2,3,1,culpabiliser,culpabilite,marker_prefix_of_lexicon_term,0.9167,1,0.9565
culpabilisé,1,2,3,2,culpabilité,culpabilite,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
culpabilisé,1,2,3,3,déculpabiliser,apaisement,marker_substring_of_lexicon_term,0.7857,3,0.88
curieuse,1,2,3,1,curieux,desir,fuzzy_levenshtein_or_sequence,0.8,2,0.8
curieuse,1,2,3,2,curieusement,desir,marker_prefix_of_lexicon_term,0.6667,4,0.8
célébré,2,1,3,1,colère,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
degoutez,1,2,3,1,dégoûté,degout,lexicon_prefix_of_marker,0.875,1,0.9333
degoutez,1,2,3,2,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.875,1,0.875
degoutez,1,2,3,3,dégoût,degout,lexicon_prefix_of_marker,0.75,2,0.8571
degoutée,1,2,3,1,dégoûté,degout,lexicon_prefix_of_marker,0.875,1,0.9333
degoutée,1,2,3,2,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.875,1,0.875
degoutée,1,2,3,3,dégoût,degout,lexicon_prefix_of_marker,0.75,2,0.8571
dégeulasse,1,2,3,1,dégueulasse,degout,fuzzy_levenshtein_or_sequence,0.9524,1,0.9524
dégouteeee,1,2,3,1,dégoûté,degout,lexicon_prefix_of_marker,0.7,3,0.8235
dégouteeee,1,2,3,2,dégoût,degout,lexicon_prefix_of_marker,0.6,4,0.75
dégoûtée,1,2,3,1,dégoûté,degout,lexicon_prefix_of_marker,0.875,1,0.9333
dégoûtée,1,2,3,2,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.875,1,0.875
dégoûtée,1,2,3,3,dégoût,degout,lexicon_prefix_of_marker,0.75,2,0.8571
désespérément,1,2,3,1,désespéré,tristesse,lexicon_prefix_of_marker,0.6923,4,0.8182
effraie,1,2,3,1,effrayer,peur,fuzzy_levenshtein_or_sequence,0.8,2,0.8
effraie,1,2,3,2,effarade,surprise,fuzzy_levenshtein_or_sequence,0.8,2,0.8
effraie,1,2,3,3,effroi,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
effraie,1,2,3,4,effaré,surprise,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
effrayante,1,2,3,1,effrayant,peur,lexicon_prefix_of_marker,0.9,1,0.9474
enthousiasm,3,0,3,1,enthousiasme,joie,marker_prefix_of_lexicon_term,0.9167,1,0.9565
enthousiasm,3,0,3,2,enthousiaste,joie,fuzzy_levenshtein_or_sequence,0.8696,2,0.8696
enthousiasm,3,0,3,3,enthousiasmer,joie,marker_prefix_of_lexicon_term,0.8462,2,0.9167
enthousiasm,3,0,3,4,enthousiasmant,joie,marker_prefix_of_lexicon_term,0.7857,3,0.88
excuse,1,2,3,1,extase,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
excuse,1,2,3,2,excité,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
froissé,1,2,3,1,frousse,peur,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
frustrée,1,2,3,1,frustrer,deplaisir,fuzzy_levenshtein_or_sequence,0.875,1,0.875
fâchée,1,2,3,1,fâcherie,colere,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
fâchée,1,2,3,2,fâché,colere,lexicon_prefix_of_marker,0.8333,1,0.9091
fâchée,1,2,3,3,fâcher,colere,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
fâchée,1,2,3,4,lâcheté,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
fâchée,1,2,3,5,fâcheux,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
félicitée,1,2,3,1,félicité,joie,lexicon_prefix_of_marker,0.8889,1,0.9412
heureur,0,3,3,1,heureux,joie,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
heureur,0,3,3,2,pleureur,comportement,fuzzy_levenshtein_or_sequence,0.8,2,0.8
heureur,0,3,3,3,fureur,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
heureur,0,3,3,4,terreur,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
heureur,0,3,3,5,peureux,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
idole,1,2,3,1,isolé,tristesse,fuzzy_levenshtein_or_sequence,0.8,1,0.8
idole,1,2,3,2,drôle,joie,fuzzy_levenshtein_or_sequence,0.8,2,0.8
idole,1,2,3,3,isoler,tristesse,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
idole,1,2,3,4,adoré,amour,fuzzy_levenshtein_or_sequence,0.6,2,0.6
inquiétée,1,2,3,1,inquiéter,peur,fuzzy_levenshtein_or_sequence,0.8889,1,0.8889
inquiétée,1,2,3,2,inquiétude,peur,fuzzy_levenshtein_or_sequence,0.8421,2,0.8421
inquiétée,1,2,3,3,inquiet,peur,lexicon_prefix_of_marker,0.7778,2,0.875
inquiétée,1,2,3,4,quiet,apaisement,lexicon_substring_of_marker,0.5556,4,0.7143
laisse,2,1,3,1,liesse,joie,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
laisse,2,1,3,2,lasser,comportement,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
laisse,2,1,3,3,délaissé,tristesse,marker_substring_of_lexicon_term,0.75,2,0.8571
laisse,2,1,3,4,délaisser,tristesse,marker_substring_of_lexicon_term,0.6667,3,0.8
laisse,2,1,3,5,délaissement,tristesse,marker_substring_of_lexicon_term,0.5,6,0.6667
librement,1,2,3,1,vibrement,comportement,fuzzy_levenshtein_or_sequence,0.8889,1,0.8889
librement,1,2,3,2,fièrement,fierte,fuzzy_levenshtein_or_sequence,0.7778,2,0.7778
luire,3,0,3,1,plaire,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
luire,3,0,3,2,gloire,admiration,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
luire,3,0,3,3,rire,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
luire,3,0,3,4,outré,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
malheureuse,1,2,3,1,malheureux,tristesse,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
malheureuse,1,2,3,2,malheureusement,tristesse,marker_prefix_of_lexicon_term,0.7333,4,0.8462
malheureuse,1,2,3,3,malheur,tristesse,lexicon_prefix_of_marker,0.6364,4,0.7778
marrante,0,3,3,1,marrant,joie,lexicon_prefix_of_marker,0.875,1,0.9333
marrante,0,3,3,2,marrade,joie,fuzzy_levenshtein_or_sequence,0.8,2,0.8
menaçaient,1,2,3,1,menaçant,peur,fuzzy_levenshtein_or_sequence,0.8889,2,0.8889
moqué,1,2,3,1,morne,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
mène,2,1,3,1,menacé,peur,fuzzy_levenshtein_or_sequence,0.8,2,0.8
mène,2,1,3,2,menace,peur,fuzzy_levenshtein_or_sequence,0.8,2,0.8
mène,2,1,3,3,peine,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
mène,2,1,3,4,morne,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
mécontente,1,2,3,1,mécontenter,colere,marker_prefix_of_lexicon_term,0.9091,1,0.9524
mécontente,1,2,3,2,mécontent,colere,lexicon_prefix_of_marker,0.9,1,0.9474
mécontente,1,2,3,3,mécontentement,colere,marker_prefix_of_lexicon_term,0.7143,4,0.8333
mécontente,1,2,3,4,content,joie,lexicon_substring_of_marker,0.7,3,0.8235
mécontentent,1,2,3,1,mécontentement,colere,fuzzy_levenshtein_or_sequence,0.9231,2,0.9231
mécontentent,1,2,3,2,mécontenter,colere,fuzzy_levenshtein_or_sequence,0.8696,2,0.8696
mécontentent,1,2,3,3,mécontent,colere,lexicon_prefix_of_marker,0.75,3,0.8571
mécontentent,1,2,3,4,content,joie,lexicon_substring_of_marker,0.5833,5,0.7368
perde,1,2,3,1,péril,peur,fuzzy_levenshtein_or_sequence,0.6,2,0.6
perde,1,2,3,2,peine,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
plaisent,1,2,3,1,plaisant,amour,fuzzy_levenshtein_or_sequence,0.875,1,0.875
plaît,2,1,3,1,plaire,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
plaît,2,1,3,2,paix,apaisement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
préoccupe,1,2,3,1,préoccupé,peur,fuzzy_levenshtein_or_sequence,1.0,0,1.0
préoccupe,1,2,3,2,préoccuper,peur,marker_prefix_of_lexicon_term,0.9,1,0.9474
ragoûtant,1,2,3,1,dégoûtant,degout,fuzzy_levenshtein_or_sequence,0.7778,2,0.7778
redoutables,2,1,3,1,redoutable,peur,lexicon_prefix_of_marker,0.9091,1,0.9524
redémarrera,1,2,3,1,marrer,joie,lexicon_substring_of_marker,0.5455,5,0.7059
rigolote,1,2,3,1,rigolo,joie,lexicon_prefix_of_marker,0.75,2,0.8571
rigolote,1,2,3,2,rigolade,joie,fuzzy_levenshtein_or_sequence,0.75,2,0.75
risqué,1,2,3,1,bisque,colere,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
risqué,1,2,3,2,bisquer,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
risqué,1,2,3,3,risée,mepris,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
rompe,1,2,3,1,rogne,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
réagi,2,1,3,1,ravi,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
réagi,2,1,3,2,rage,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
révoltée,1,2,3,1,révolté,colere,lexicon_prefix_of_marker,0.875,1,0.9333
révoltée,1,2,3,2,révolte,colere,lexicon_prefix_of_marker,0.875,1,0.9333
révoltée,1,2,3,3,révolter,colere,fuzzy_levenshtein_or_sequence,0.875,1,0.875
sortent,2,1,3,1,content,joie,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
stressée,1,2,3,1,stressé,peur,lexicon_prefix_of_marker,0.875,1,0.9333
stressée,1,2,3,2,stresser,peur,fuzzy_levenshtein_or_sequence,0.875,1,0.875
stressée,1,2,3,3,stress,peur,lexicon_prefix_of_marker,0.75,2,0.8571
sévit,1,2,3,1,dépit,deplaisir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
traite,2,1,3,1,triste,tristesse,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
traite,2,1,3,2,crainte,peur,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
traite,2,1,3,3,gaîté,joie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
traite,2,1,3,4,irrité,deplaisir,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
troublée,2,1,3,1,trouble,surprise,lexicon_prefix_of_marker,0.875,1,0.9333
troublée,2,1,3,2,troubler,surprise,fuzzy_levenshtein_or_sequence,0.875,1,0.875
