marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
laisser,lemma,16.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,20.0,0.8,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0219280948873624,0.29540346725798544
crasseuse,lemma,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
story,lemma,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
story,word,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
classe,word,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
défendre,word,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
oyé,lemma,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
défendre,lemma,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
oyé,word,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
repostez,lemma,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
repostez,word,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
classe,lemma,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
crasseuse,word,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
negre,word,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
negre,lemma,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
leur,word,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2890648263178879
sale,lemma,4.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910760598382222,0.28648522910495233
sale,word,4.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910760598382222,0.28648522910495233
mon,word,7.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,9.0,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.9864267287308424,0.2851412710159032
frere,lemma,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
autres,word,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
gouine,word,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
autre,word,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
mtn,word,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
frere,word,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
mtn,lemma,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852281360342515,0.2847948000262373
merde,lemma,11.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,0.5789473684210527,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819407868640977,0.28384454300932055
merde,word,10.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774178175281716,0.2825371116637899
arabe,word,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
graisse,word,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
drôle,word,2.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
plat,lemma,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
josiane,word,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
manche,word,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
graisse,lemma,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
manche,lemma,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
dise,lemma,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
dises,word,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
cons,word,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
tas,lemma,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
tas,word,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
cons,lemma,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
être,word,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.9709505944546686,0.28066766494928874
sous,word,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
pote,lemma,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
sous,lemma,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
josiane,lemma,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
par,word,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
insulte,word,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.9709505944546686,0.28066766494928874
drôle,lemma,2.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
par,lemma,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546686,0.28066766494928874
?,punctuation,38.0,0.0,1.0,0.0,5.0,3.0,0,0.0,0.0,0.0,0.0,47.0,0.8085106382978723,0.0,0.02127659574468085,0.0,0.10638297872340426,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.9634021817317538,0.2784856843365637
un,word,18.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,0.6206896551724138,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575534837147482,0.27679503146009216
part,lemma,5.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954434002924965,0.2758932992873915
part,word,5.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954434002924965,0.2758932992873915
autre,lemma,10.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954434002924965,0.2758932992873915
ton,word,15.0,2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,19.0,0.7894736842105263,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.9530138853315971,0.2754827932419136
assumer,lemma,4.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.36363636363636365,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9456603046006401,0.27335713170510495
dire,lemma,14.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444885341662053,0.2730184140879906
grosse,word,9.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9402859586706311,0.27180359733227466
gueule,lemma,8.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9219280948873623,0.2664969846261966
gueule,word,8.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9219280948873623,0.2664969846261966
lui,word,8.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,10.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9219280948873623,0.2664969846261966
place,word,4.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
arabe,lemma,2.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
gouine,lemma,6.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
y,word,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
oe,word,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
casser,word,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
degouter,word,2.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
drole,lemma,2.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
casser,lemma,4.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
drole,word,2.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
devant,lemma,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
degouter,lemma,2.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
devant,word,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
pute,word,10.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
ouvrir,lemma,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
oe,lemma,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
etre,word,4.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
pute,lemma,10.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
place,lemma,4.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9182958340544896,0.265447025779401
pierre,lemma,11.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.6875,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8960382325345574,0.25901313606178905
pierre,word,11.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.6875,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8960382325345574,0.25901313606178905
juste,lemma,7.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8812908992306927,0.2547502007216554
grave,word,3.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8812908992306927,0.2547502007216554
juste,word,7.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8812908992306927,0.2547502007216554
putain,lemma,5.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
chose,word,5.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
pourquoi,word,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
aimer,lemma,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
y,lemma,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
assume,word,2.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
porc,lemma,2.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
pourquoi,lemma,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
putain,word,5.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
porc,word,2.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
fais,word,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863120568566631,0.2494977972441098
nous,word,17.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,21.0,0.8095238095238095,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.8569957178540346,0.24772731833665013
nous,lemma,17.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,21.0,0.8095238095238095,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.8569957178540346,0.24772731833665013
avec,word,12.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,0.23451197014228103
avec,lemma,12.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,0.23451197014228103
veux,word,6.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,0.23451197014228103
ne,word,10.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,13.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.7793498372920851,0.22528262535771074
ne,lemma,10.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,13.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.7793498372920851,0.22528262535771074
chose,lemma,7.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,9.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.7642045065086203,0.22090464294526152
gens,word,7.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7642045065086203,0.22090464294526152
gens,lemma,7.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7642045065086203,0.22090464294526152
parle,word,11.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74959525725948,0.21668162284842404
vos,word,11.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74959525725948,0.21668162284842404
alors,lemma,18.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,0.8571428571428571,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228578977329688,0.20895279266069416
alors,word,18.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,0.8571428571428571,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228578977329688,0.20895279266069416
mère,word,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
avant,lemma,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
gars,word,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
mère,lemma,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.20868401936261904
