corpus,file_id,unit_id,type,start_idx,end_idx,text_span,source_unit_ids,segments,is_discontinuous,discontinuous_group_id,mode,categorie1,categorie2,nature,declencheur,remarque
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1621579826699,SitEmo,1098,1146,propos vulgaires qu’il a tenus envers les femmes,"[""a1_1621579826699""]","[[1098, 1146]]",False,,Suggeree,Surprise,Colere,SAdj,vulgaires,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1621579826701,SitEmo,1445,1453,inquiète,"[""a1_1621579826701""]","[[1445, 1453]]",False,,Designee,Peur,Aucune,Proposition,inquiète,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1621579826703,SitEmo,1647,1659,est critiqué,"[""a1_1621579826703""]","[[1647, 1659]]",False,,Comportementale,Colere,Aucune,Proposition,critiqué,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1621579826707,SitEmo,2580,2640,insulter des journalistes ou des hommes et femmes politiques,"[""a1_1621579826707""]","[[2580, 2640]]",False,,Comportementale,Colere,Aucune,Proposition,insulter,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1627660555967,SitEmo,237,282,Donald Trump est incapable de diriger le pays,"[""a1_1627660555967""]","[[237, 282]]",False,,Suggeree,Colere,Aucune,Proposition,incapable,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1627660669351,SitEmo,411,430,des propos racistes,"[""a1_1627660669351""]","[[411, 430]]",False,,Suggeree,Colere,Aucune,SN,racistes,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1627660886122,SitEmo,1507,1520,s’est disputé,"[""a1_1627660886122""]","[[1507, 1520]]",False,,Comportementale,Colere,Aucune,Proposition,s’est disputé,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1627661016114,SitEmo,2580,2588,insulter,"[""a1_1627661016114""]","[[2580, 2588]]",False,,Designee,Embarras,Aucune,Proposition,insulter,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1631197011305,SitEmo,839,862,traite de «terroristes»,"[""a1_1631197011305""]","[[839, 862]]",False,,Designee,Embarras,Aucune,Proposition,traite,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1631197068701,SitEmo,780,803,Donald Trump s’en prend,"[""a1_1631197068701""]","[[780, 803]]",False,,Suggeree,Peur,Embarras,Proposition,s’en prend,
PtitLibe,7-12_PtitLibe17-Donald_Trump_Pourquoi_inquiete,a1_1631197184304,SitEmo,2563,2570,se gêne,"[""a1_1631197184304""]","[[2563, 2570]]",False,,Designee,Embarras,Aucune,Proposition,gêne,
PtitLibe,7-12_PtitLibe17-Donald_Trump_description,a1_1627460861973,SitEmo,336,342,admiré,"[""a1_1627460861973""]","[[336, 342]]",False,,Designee,Admiration,Aucune,Proposition,admiré,
PtitLibe,7-12_PtitLibe17-Donald_Trump_description,a1_1627460878692,Autre,359,366,détesté,"[""a1_1627460878692""]","[[359, 366]]",False,,,,,,,haine
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,a1_1627886340855,Autre,1359,1386,espéraient davantage d’aide,"[""a1_1627886340855""]","[[1359, 1386]]",False,,,,,,,espoir
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,discontinuous:a1_1631200853564+a1_1631200857946,Autre,871,946,veut profiter de l’absence des Etats-Unis en Syrie pour s’imposer,"[""a1_1631200853564"", ""a1_1631200857946""]","[[871, 875], [886, 946]]",True,discontinuous:a1_1631200853564+a1_1631200857946,,,,,,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_d_autres_pays,discontinuous:a1_1631200877482+a1_1631200881525,Autre,1400,1512,voulaient que les Etats-Unis interviennent en Syrie après une attaque dont on a beaucoup parlé en 2013,"[""a1_1631200877482"", ""a1_1631200881525""]","[[1400, 1409], [1420, 1512]]",True,discontinuous:a1_1631200877482+a1_1631200881525,,,,,,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1621579826746,SitEmo,1422,1437,cette injustice,"[""a1_1621579826746""]","[[1422, 1437]]",False,,Suggeree,Colere,Aucune,SN,injustice,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1621579826750,SitEmo,1902,1920,les manifestations,"[""a1_1621579826750""]","[[1902, 1920]]",False,,Comportementale,Colere,Aucune,Proposition,manifestations,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1627886580691,SitEmo,1463,1476,ont manifesté,"[""a1_1627886580691""]","[[1463, 1476]]",False,,Comportementale,Colere,Aucune,Proposition,manifesté,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1627886699374,SitEmo,1365,1378,sont enfermés,"[""a1_1627886699374""]","[[1365, 1378]]",False,,Suggeree,Peur,Aucune,Proposition,enfermés,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1627886708754,SitEmo,1382,1386,tués,"[""a1_1627886708754""]","[[1382, 1386]]",False,,Suggeree,Peur,Aucune,Proposition,tués,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1627886819795,SitEmo,1864,1876,ont été tués,"[""a1_1627886819795""]","[[1864, 1876]]",False,,Suggeree,Peur,Aucune,Proposition,tués,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1627886830717,SitEmo,1880,1887,arrêtés,"[""a1_1627886830717""]","[[1880, 1887]]",False,,Suggeree,Peur,Aucune,Proposition,arrêtés,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1627886895285,SitEmo,1644,1668,renverser leur dictateur,"[""a1_1627886895285""]","[[1644, 1668]]",False,,Comportementale,Colere,Aucune,Proposition,renverser,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Pourquoi_guerre,a1_1631200943166,SitEmo,397,422,a réprimé très violemment,"[""a1_1631200943166""]","[[397, 422]]",False,,Suggeree,Peur,Aucune,Proposition,réprimé;violemment,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1621579826769,SitEmo,1615,1641,moins de risques de mourir,"[""a1_1621579826769""]","[[1615, 1641]]",False,,Designee,Peur,Aucune,SN,risques,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1621579826770,SitEmo,1635,1641,mourir,"[""a1_1621579826770""]","[[1635, 1641]]",False,,Suggeree,Peur,Aucune,Proposition,mourir,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1621579826771,SitEmo,1920,1936,fuyant la guerre,"[""a1_1621579826771""]","[[1920, 1936]]",False,,Comportementale,Peur,Aucune,Proposition,fuyant,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1621579826772,SitEmo,1927,1936,la guerre,"[""a1_1621579826772""]","[[1927, 1936]]",False,,Suggeree,Peur,Aucune,Proposition,guerre,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1627887259335,SitEmo,164,189,s’enfuient de leur maison,"[""a1_1627887259335""]","[[164, 189]]",False,,Comportementale,Peur,Aucune,Proposition,s’enfuient,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1627887341885,SitEmo,651,667,ont fui la ville,"[""a1_1627887341885""]","[[651, 667]]",False,,Comportementale,Peur,Aucune,Proposition,fui,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1621579826757,SitEmo,153,160,meurent,"[""a1_1621579826757""]","[[153, 160]]",False,,Suggeree,Peur,Aucune,Proposition,meurent,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1627887480839,SitEmo,1526,1558,se sont enfuies de leurs maisons,"[""a1_1627887480839""]","[[1526, 1558]]",False,,Comportementale,Peur,Aucune,Proposition,se sont enfuies,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1627887505837,SitEmo,1179,1239,De nombreuses villes ont été détruites par les bombardements,"[""a1_1627887505837""]","[[1179, 1239]]",False,,Suggeree,Peur,Aucune,Proposition,détruites;bombardements,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1627887523969,SitEmo,1241,1300,"Des habitations, des écoles et des hôpitaux ont été démolis","[""a1_1627887523969""]","[[1241, 1300]]",False,,Suggeree,Peur,Aucune,Proposition,démolis,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Que_se_passe,a1_1627887538652,SitEmo,1387,1499,"Des Syriens meurent à cause des bombes, d’autres parce qu’ils n’ont plus à manger ou ne peuvent pas être soignés","[""a1_1627887538652""]","[[1387, 1499]]",False,,Suggeree,Peur,Aucune,Proposition,meurent;bombres;plus à manger,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1621579826782,SitEmo,535,543,fantômes,"[""a1_1621579826782""]","[[535, 543]]",False,,Suggeree,Peur,Aucune,SN,fantômes,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1621579826783,SitEmo,556,582,ces groupes d’hommes armés,"[""a1_1621579826783""]","[[556, 582]]",False,,Suggeree,Peur,Aucune,SN,armés,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1621579826785,SitEmo,636,646,terroriser,"[""a1_1621579826785""]","[[636, 646]]",False,,Designee,Peur,Aucune,Proposition,terroriser,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201354781,Autre,992,1078,veulent que des règles sévères inspirées de l’islam gèrent la vie quotidienne des gens,"[""a1_1631201354781""]","[[992, 1078]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201396796,Autre,1173,1238,veulent se débarrasser de Bachar al-Assad pour prendre le pouvoir,"[""a1_1631201396796""]","[[1173, 1238]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201402611,Autre,1268,1330,veulent imposer l’islam dans le monde en utilisant la violence,"[""a1_1631201402611""]","[[1268, 1330]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Qui_se_fait_guerre,a1_1631201433771,Autre,2353,2387,veulent s’installer dans leur zone,"[""a1_1631201433771""]","[[2353, 2387]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826782,SitEmo,98,115,quitter sa maison,"[""a1_1621579826782""]","[[98, 115]]",False,,Comportementale,Peur,Aucune,Proposition,quitter,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826784,SitEmo,210,244,qui a été détruite par les combats,"[""a1_1621579826784""]","[[210, 244]]",False,,Suggeree,Peur,Aucune,Proposition,détruite;combats,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826785,SitEmo,412,441,Pour éviter les bombardements,"[""a1_1621579826785""]","[[412, 441]]",False,,Suggeree,Peur,Aucune,Proposition,bombardements,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826786,SitEmo,583,635,très peur pour elle et pour son petit frère de 2 ans,"[""a1_1621579826786""]","[[583, 635]]",False,,Designee,Peur,Aucune,SN,peur,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826787,SitEmo,652,692,"des tirs d’armes, «boum ! boum ! boum !»","[""a1_1621579826787""]","[[652, 692]]",False,,Suggeree,Peur,Aucune,SN,tirs d’armes;boum,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826791,SitEmo,1106,1122,fuir leur maison,"[""a1_1621579826791""]","[[1106, 1122]]",False,,Comportementale,Peur,Aucune,Proposition,fuir,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1621579826792,SitEmo,1123,1143,à cause de la guerre,"[""a1_1621579826792""]","[[1123, 1143]]",False,,Suggeree,Peur,Aucune,SPrep,guerre,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1627888253578,SitEmo,116,136,à cause de la guerre,"[""a1_1627888253578""]","[[116, 136]]",False,,Suggeree,Peur,Aucune,SPrep,guerre,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1627888525834,SitEmo,448,499,a changé plusieurs fois de quartier avec sa famille,"[""a1_1627888525834""]","[[448, 499]]",False,,Comportementale,Peur,Aucune,Proposition,changé+de quartier,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1627888332623,SitEmo,274,324,des avions ont bombardé le quartier où elle vivait,"[""a1_1627888332623""]","[[274, 324]]",False,,Suggeree,Peur,Aucune,Proposition,bombardé,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,a1_1627889103067,Autre,1544,1572,aimerait retourner à l’école,"[""a1_1627889103067""]","[[1544, 1572]]",False,,,,,,,espoir
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Rania,discontinuous:a1_1627888772154+a1_1627888791154,SitEmo,506,545,s’abritait dans des sous-sols,"[""a1_1627888772154"", ""a1_1627888791154""]","[[506, 516], [527, 545]]",True,discontinuous:a1_1627888772154+a1_1627888791154,Comportementale,Peur,Aucune,Proposition,s’abritait,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Syrie,a1_1627917668440,SitEmo,750,788,une des plus anciennes villes du monde,"[""a1_1627917668440""]","[[750, 788]]",False,,Suggeree,Surprise,Aucune,SN,une des plus,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_Syrie,a1_1627917687060,SitEmo,872,873,!,"[""a1_1627917687060""]","[[872, 873]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_description,a1_1621579826701,SitEmo,159,206,Beaucoup de personnes ont été tuées ou blessées,"[""a1_1621579826701""]","[[159, 206]]",False,,Suggeree,Peur,Aucune,Proposition,tuées;blessées,
PtitLibe,7-12_PtitLibe18-guerre_en_Syrie_description,a1_1627661144710,SitEmo,236,244,s’enfuir,"[""a1_1627661144710""]","[[236, 244]]",False,,Comportementale,Peur,Aucune,Proposition,s’enfuir,
PtitLibe,7-12_PtitLibe19-election_presidentielle_A_quoi_sert_president,a1_1621579826838,SitEmo,1044,1065,content d’un ministre,"[""a1_1621579826838""]","[[1044, 1065]]",False,,Designee,Joie,Aucune,SAdj,content,
PtitLibe,7-12_PtitLibe19-election_presidentielle_A_quoi_sert_president,a1_1621579826846,SitEmo,2894,2935,le record de la présidence la plus longue,"[""a1_1621579826846""]","[[2894, 2935]]",False,,Suggeree,Surprise,Admiration,SN,record;la plus,
PtitLibe,7-12_PtitLibe19-election_presidentielle_A_quoi_sert_president,a1_1627932183352,SitEmo,2936,2937,!,"[""a1_1627932183352""]","[[2936, 2937]]",False,,Montree,Surprise,Admiration,Point d'exclamation,!,
PtitLibe,7-12_PtitLibe19-election_presidentielle_Delphine,a1_1621579826848,Autre,960,969,aime bien,"[""a1_1621579826848""]","[[960, 969]]",False,,,,,,,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_Delphine,a1_1631216098995,Autre,266,281,un grand moment,"[""a1_1631216098995""]","[[266, 281]]",False,,,,,,,indéterminée
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1621579826960,SitEmo,3253,3263,choquantes,"[""a1_1621579826960""]","[[3253, 3263]]",False,,Designee,Surprise,Colere,SAdj,choquantes,
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216522129,Autre,892,912,veulent lui succéder,"[""a1_1631216522129""]","[[892, 912]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216624065,Autre,3121,3216,"veut se différencier de son père, qui a une mauvaise image auprès d’une partie de la population","[""a1_1631216624065""]","[[3121, 3216]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,a1_1631216704488,Autre,4600,4720,"voudrait que les lois ne soient pas votées que par les députés élus à l’Assemblée nationale, mais aussi par des citoyens","[""a1_1631216704488""]","[[4600, 4720]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,discontinuous:a1_1621579826959+a1_1627972211838,Autre,3044,3106,aime qu’on dise que le Front national est d’extrême droite,"[""a1_1621579826959"", ""a1_1627972211838""]","[[3044, 3048], [3053, 3106]]",True,discontinuous:a1_1621579826959+a1_1627972211838,,,,,,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,discontinuous:a1_1631216553702+a1_1631216557683,Autre,1773,1827,aimerait qu’il y ait moins de fonctionnaires,"[""a1_1631216553702"", ""a1_1631216557683""]","[[1773, 1781], [1792, 1827]]",True,discontinuous:a1_1631216553702+a1_1631216557683,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,discontinuous:a1_1631216594540+a1_1631216598834,Autre,2361,2405,aimerait créer un revenu universel,"[""a1_1631216594540"", ""a1_1631216598834""]","[[2361, 2369], [2380, 2405]]",True,discontinuous:a1_1631216594540+a1_1631216598834,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,discontinuous:a1_1631216636139+a1_1631216639903,Autre,3300,3398,souhaite que les Français aient plus de droits que les étrangers qui vivent dans le pays,"[""a1_1631216636139"", ""a1_1631216639903""]","[[3300, 3308], [3319, 3398]]",True,discontinuous:a1_1631216636139+a1_1631216639903,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_Qui_se_presente,discontinuous:a1_1631216690960+a1_1631216695197,Autre,4525,4595,voudrait supprimer la fonction de président de la République,"[""a1_1631216690960"", ""a1_1631216695197""]","[[4525, 4533], [4544, 4595]]",True,discontinuous:a1_1631216690960+a1_1631216695197,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1627932778977,Autre,2123,2156,envie de voter pour leur candidat,"[""a1_1627932778977""]","[[2123, 2156]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1631216005112,Autre,1545,1568,envie de voter pour lui,"[""a1_1631216005112""]","[[1545, 1568]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1631216041504,Autre,2556,2572,voudraient voter,"[""a1_1631216041504""]","[[2556, 2572]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_campagne,a1_1631216049564,Autre,2760,2807,veut absolument changer les menus de la cantine,"[""a1_1631216049564""]","[[2760, 2807]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_participer_election,a1_1631216279198,Autre,870,918,veulent que ce candidat se présente à l’élection,"[""a1_1631216279198""]","[[870, 918]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe19-election_presidentielle_participer_election,a1_1631216295739,Autre,1221,1230,préfèrent,"[""a1_1631216295739""]","[[1221, 1230]]",False,,,,,,,amour
PtitLibe,7-12_PtitLibe19-election_presidentielle_participer_election,a1_1631216333280,Autre,1684,1708,souhaite pour la société,"[""a1_1631216333280""]","[[1684, 1708]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe2-COP21_COP21,a1_1621579826971,SitEmo,330,358,s’inquiètent pour la planète,"[""a1_1621579826971""]","[[330, 358]]",False,,Designee,Peur,Aucune,Proposition,s’inquiètent,
PtitLibe,7-12_PtitLibe2-COP21_COP21,a1_1621579826972,SitEmo,706,743,les conséquences seront irréversibles,"[""a1_1621579826972""]","[[706, 743]]",False,,Suggeree,Peur,Aucune,Proposition,conséquences;irréversibles,
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1621579827042,SitEmo,625,634,un record,"[""a1_1621579827042""]","[[625, 634]]",False,,Suggeree,Admiration,Aucune,SN,record,
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1621579827043,SitEmo,1556,1560,même,"[""a1_1621579827043""]","[[1556, 1560]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1621920159329,SitEmo,638,651,une exception,"[""a1_1621920159329""]","[[638, 651]]",False,,Suggeree,Admiration,Aucune,SN,exception,
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1621920235405,SitEmo,1587,1588,!,"[""a1_1621920235405""]","[[1587, 1588]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1621920479829,SitEmo,3166,3232,la première au monde à produire de l’électricité 100% renouvelable,"[""a1_1621920479829""]","[[3166, 3232]]",False,,Suggeree,Admiration,Aucune,SAdj,la première au monde,
PtitLibe,7-12_PtitLibe2-COP21_Ils_agissent,a1_1631087250774,Autre,4650,4766,voudrait remplacer toutes ses voitures à essence par des voitures électriques rechargées grâce aux panneaux solaires,"[""a1_1631087250774""]","[[4650, 4766]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827056,SitEmo,716,791,de plus en plus d’inondations et de gros cyclones qui détruisent les champs,"[""a1_1621579827056""]","[[716, 791]]",False,,Suggeree,Peur,Aucune,SN,inondations;cyclones;détruisent,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827058,SitEmo,811,855,"à cause des inondations, 18 zébus sont morts","[""a1_1621579827058""]","[[811, 855]]",False,,Suggeree,Peur,Aucune,Proposition,inondations;morts,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827060,SitEmo,961,977,inquiète le plus,"[""a1_1621579827060""]","[[961, 977]]",False,,Designee,Peur,Aucune,Proposition,inquiète,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827061,SitEmo,998,1010,les cyclones,"[""a1_1621579827061""]","[[998, 1010]]",False,,Suggeree,Peur,Aucune,SN,cyclones,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827062,SitEmo,1057,1116,Sa maison s’est même effondrée lors du passage d’un cyclone,"[""a1_1621579827062""]","[[1057, 1116]]",False,,Suggeree,Peur,Aucune,Proposition,effondrée;cyclone,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827065,SitEmo,1232,1243,se protéger,"[""a1_1621579827065""]","[[1232, 1243]]",False,,Comportementale,Peur,Aucune,Proposition,se protéger,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621579827066,SitEmo,1323,1335,des cyclones,"[""a1_1621579827066""]","[[1323, 1335]]",False,,Suggeree,Peur,Aucune,SN,cyclones,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621922180449,SitEmo,893,900,malades,"[""a1_1621922180449""]","[[893, 900]]",False,,Suggeree,Peur,Aucune,SAdj,malades,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621922277492,SitEmo,1021,1055,ils ravagent tout sur leur passage,"[""a1_1621922277492""]","[[1021, 1055]]",False,,Suggeree,Peur,Aucune,Proposition,ravagent,
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621922534481,Autre,1520,1597,espère qu’un jour son environnement sera à l’abri des catastrophes naturelles,"[""a1_1621922534481""]","[[1520, 1597]]",False,,,,,,,espoir
PtitLibe,7-12_PtitLibe2-COP21_Nantenaina,a1_1621922563829,SitEmo,1561,1597,à l’abri des catastrophes naturelles,"[""a1_1621922563829""]","[[1561, 1597]]",False,,Suggeree,Peur,Aucune,SPrep,catastrophes,
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1621923133081,Autre,87,92,enfin,"[""a1_1621923133081""]","[[87, 92]]",False,,,,,,,soulagement
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1621923164187,Autre,36,46,si longues,"[""a1_1621923164187""]","[[36, 46]]",False,,,,,,,ennui
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1631087484417,Autre,1092,1129,très envie qu’on arrête de l’utiliser,"[""a1_1631087484417""]","[[1092, 1129]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,a1_1631087497778,Autre,1532,1607,préfèrent s’occuper de problèmes dont on peut voir tout de suite les effets,"[""a1_1631087497778""]","[[1532, 1607]]",False,,,,,,,envie
PtitLibe,7-12_PtitLibe2-COP21_Pourquoi_discussions_si_longues,discontinuous:a1_1631087420632+a1_1631087425224,Autre,506,532,veut se développer,"[""a1_1631087420632"", ""a1_1631087425224""]","[[506, 510], [519, 532]]",True,discontinuous:a1_1631087420632+a1_1631087425224,,,,,,envie
PtitLibe,7-12_PtitLibe2-COP21_changement_climatique,a1_1621849917421,SitEmo,680,683,...,"[""a1_1621849917421""]","[[680, 683]]",False,,Montree,Surprise,Aucune,Points de suspension,...,
PtitLibe,7-12_PtitLibe2-COP21_changement_climatique,a1_1621849948473,SitEmo,709,710,!,"[""a1_1621849948473""]","[[709, 710]]",False,,Montree,Surprise,Aucune,Point d'exclamation,!,
PtitLibe,7-12_PtitLibe2-COP21_changement_climatique,a1_1621849983712,SitEmo,684,697,"-18 °C, c’est","[""a1_1621849983712""]","[[684, 697]]",False,,Montree,Surprise,Aucune,Dislocation gauche,"-18°C, c’est",
PtitLibe,7-12_PtitLibe2-COP21_description,a1_1621579826990,SitEmo,143,182,Une des conséquences de cette pollution,"[""a1_1621579826990""]","[[143, 182]]",False,,Suggeree,Peur,Tristesse,SN,conséquences;pollution,
PtitLibe,7-12_PtitLibe2-COP21_description,a1_1621579826991,SitEmo,267,300,plus de tempêtes et d’inondations,"[""a1_1621579826991""]","[[267, 300]]",False,,Suggeree,Peur,Tristesse,SN,tempêtes;inondations,
PtitLibe,7-12_PtitLibe2-COP21_description,a1_1621863120272,SitEmo,88,141,de plus en plus polluée par les activités des humains,"[""a1_1621863120272""]","[[88, 141]]",False,,Suggeree,Peur,Tristesse,SAdj,polluée,
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1621579827036,SitEmo,1200,1212,sont menacés,"[""a1_1621579827036""]","[[1200, 1212]]",False,,Designee,Peur,Aucune,Proposition,menacés,
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1621579827049,SitEmo,3527,3539,heureusement,"[""a1_1621579827049""]","[[3527, 3539]]",False,,Designee,Joie,Aucune,SAdv,heureusement,
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1621579827050,SitEmo,3540,3557,c’est moins grave,"[""a1_1621579827050""]","[[3540, 3557]]",False,,Suggeree,Joie,Aucune,Proposition,moins grave,
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1621919634097,SitEmo,437,472,quitter l’endroit où elles habitent,"[""a1_1621919634097""]","[[437, 472]]",False,,Comportementale,Peur,Aucune,Proposition,quitter l’endroit où elles habitent,
PtitLibe,7-12_PtitLibe2-COP21_effets,a1_1621919660470,SitEmo,479,497,se mettre à l’abri,"[""a1_1621919660470""]","[[479, 497]]",False,,Comportementale,Peur,Aucune,Proposition,se mettre à l’abri,
