marker_value,marker_type,Comportementale,Désignée,Montrée,Suggérée,total_count,P(Comportementale),P(Désignée),P(Montrée),P(Suggérée),entropy,normalized_entropy
impressionner,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
impressionné,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
incroyables,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
injustice,word,0,0,0,7,7,0.00,0.00,0.00,1.00,-0.00,-0.00
mentir,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
nom,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
normal,word,0,0,0,9,9,0.00,0.00,0.00,1.00,-0.00,-0.00
nouveau,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
mouvement,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
mystérieux,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
mère,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
mécontentement,word,0,15,0,0,15,0.00,1.00,0.00,0.00,-0.00,-0.00
mécontentements,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
mécontents,word,0,8,0,0,8,0.00,1.00,0.00,0.00,-0.00,-0.00
médaille,word,0,0,0,10,10,0.00,0.00,0.00,1.00,-0.00,-0.00
médailles,word,0,0,0,20,20,0.00,0.00,0.00,1.00,-0.00,-0.00
méfiance,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
méfier,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
gouine,word,0,0,6,0,6,0.00,0.00,1.00,0.00,-0.00,-0.00
ftg,word,0,0,11,0,11,0.00,0.00,1.00,0.00,-0.00,-0.00
fui,word,13,0,0,0,13,1.00,0.00,0.00,0.00,-0.00,-0.00
fuient,word,17,0,0,0,17,1.00,0.00,0.00,0.00,-0.00,-0.00
fuite,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
furieux,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
fâchés,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
gagnent,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
gagner,word,0,0,0,9,9,0.00,0.00,0.00,1.00,-0.00,-0.00
gagné,word,0,0,0,23,23,0.00,0.00,0.00,1.00,-0.00,-0.00
minable,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
mobilisent,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
mondiale,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
mortes,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
mérite,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
victoire,word,0,0,0,18,18,0.00,0.00,0.00,1.00,-0.00,-0.00
violent,word,0,0,0,9,9,0.00,0.00,0.00,1.00,-0.00,-0.00
violente,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
violents,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
vivent,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
voient,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
troupe,word,0,0,0,9,9,0.00,0.00,0.00,1.00,-0.00,-0.00
alvin,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
amis,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
amour,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
amusante,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
anglais,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
voler,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
injustices,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
ailey,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
inédite,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
angoisse,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
julien,word,0,0,7,0,7,0.00,0.00,1.00,0.00,-0.00,-0.00
l'occasion,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
inquiétudes,word,0,6,0,0,6,0.00,1.00,0.00,0.00,-0.00,-0.00
accord,word,0,0,0,12,12,0.00,0.00,0.00,1.00,-0.00,-0.00
accusait,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
accusant,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
accuse,word,19,0,0,0,19,1.00,0.00,0.00,0.00,-0.00,-0.00
accusent,word,21,0,0,0,21,1.00,0.00,0.00,0.00,-0.00,-0.00
accusés,word,6,0,0,0,6,1.00,0.00,0.00,0.00,-0.00,-0.00
admirer,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
ailleurs,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
inondations,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
inquiet,word,0,6,0,0,6,0.00,1.00,0.00,0.00,-0.00,-0.00
inquiets,word,0,14,0,0,14,0.00,1.00,0.00,0.00,-0.00,-0.00
inquiètent,word,0,6,0,0,6,0.00,1.00,0.00,0.00,-0.00,-0.00
inquiétant,word,0,6,0,0,6,0.00,1.00,0.00,0.00,-0.00,-0.00
inquiétantes,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
inquiétude,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
manifester,word,15,0,0,0,15,1.00,0.00,0.00,0.00,-0.00,-0.00
manifesté,word,16,0,0,0,16,1.00,0.00,0.00,0.00,-0.00,-0.00
mariage,word,0,0,0,7,7,0.00,0.00,0.00,1.00,-0.00,-0.00
mariés,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
marrantes,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
mauvais,word,0,0,0,10,10,0.00,0.00,0.00,1.00,-0.00,-0.00
voit,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
meilleur,word,0,0,0,12,12,0.00,0.00,0.00,1.00,-0.00,-0.00
meilleure,word,0,0,0,7,7,0.00,0.00,0.00,1.00,-0.00,-0.00
malades,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
maladie,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
maladies,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
maltraitées,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
manger,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
manifestaient,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
manifeste,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
l'école,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
insiste,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
insolite,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
aimer,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
maîtrise,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
décourage,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
découvert,word,0,0,0,14,14,0.00,0.00,0.00,1.00,-0.00,-0.00
découverte,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
danseuse,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
dégoût,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
dénonce,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
dénoncent,word,6,0,0,0,6,1.00,0.00,0.00,0.00,-0.00,-0.00
dénoncer,word,8,0,0,0,8,1.00,0.00,0.00,0.00,-0.00,-0.00
dénonçaient,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
dépression,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
détruites,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
déçu,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
nobel,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
pierre,word,0,0,5,0,5,0.00,0.00,1.00,0.00,-0.00,-0.00
plaignent,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
plaint,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
plaisante,word,0,7,0,0,7,0.00,1.00,0.00,0.00,-0.00,-0.00
pleurant,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
pleure,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
pleuré,word,11,0,0,0,11,1.00,0.00,0.00,0.00,-0.00,-0.00
déçus,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
dîner,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
effondrement,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
effondrés,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
effrayant,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
effrayants,word,0,5,0,0,5,0.00,1.00,0.00,0.00,-0.00,-0.00
discriminations,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
échec,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
cris,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
prison,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
prix,word,0,0,0,24,24,0.00,0.00,0.00,1.00,-0.00,-0.00
protestation,word,8,0,0,0,8,1.00,0.00,0.00,0.00,-0.00,-0.00
protestations,word,8,0,0,0,8,1.00,0.00,0.00,0.00,-0.00,-0.00
protestent,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
protester,word,18,0,0,0,18,1.00,0.00,0.00,0.00,-0.00,-0.00
protesté,word,5,0,0,0,5,1.00,0.00,0.00,0.00,-0.00,-0.00
précipite,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
préoccupations,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
puissante,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
descendues,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
douée,word,0,0,0,9,9,0.00,0.00,0.00,1.00,-0.00,-0.00
devenir,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
devoirs,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
dictateur,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
difficiles,word,0,0,0,12,12,0.00,0.00,0.00,1.00,-0.00,-0.00
difficultés,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
cyclones,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
pollution,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
porté,word,4,0,0,0,4,1.00,0.00,0.00,0.00,-0.00,-0.00
pouvait,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
prestigieux,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
discriminer,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
disparu,word,0,0,0,7,7,0.00,0.00,0.00,1.00,-0.00,-0.00
disputent,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
deuxième,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
famine,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
fausses,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
négatives,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
obtenu,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
oeil,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
offert,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
oh,word,0,0,18,0,18,0.00,0.00,1.00,0.00,-0.00,-0.00
olympiques,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
opposent,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
osent,word,3,0,0,0,3,1.00,0.00,0.00,0.00,-0.00,-0.00
oublier,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
ours,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
paniqué,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
eh,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
filles,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
fière,word,0,8,0,0,8,0.00,1.00,0.00,0.00,-0.00,-0.00
fières,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
forcés,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
formidable,word,0,3,0,0,3,0.00,1.00,0.00,0.00,-0.00,-0.00
foutre,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
frappé,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
frrrintek,word,0,0,10,0,10,0.00,0.00,1.00,0.00,-0.00,-0.00
exploser,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
n'ose,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
national,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
news,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
nique,word,0,0,5,0,5,0.00,0.00,1.00,0.00,-0.00,-0.00
fier,word,0,8,0,0,8,0.00,1.00,0.00,0.00,-0.00,-0.00
embêtant,word,0,4,0,0,4,0.00,1.00,0.00,0.00,-0.00,-0.00
emprisonné,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
découvre,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
perdrait,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
perdre,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
perdu,word,0,0,0,12,12,0.00,0.00,0.00,1.00,-0.00,-0.00
persécutés,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
petit,word,0,0,0,8,8,0.00,0.00,0.00,1.00,-0.00,-0.00
papa,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
enfermés,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
enfin,word,0,0,3,0,3,0.00,0.00,1.00,0.00,-0.00,-0.00
ensemble,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
envie,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
famille,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
etes,word,0,0,4,0,4,0.00,0.00,1.00,0.00,-0.00,-0.00
déçue,word,0,6,0,0,6,0.00,1.00,0.00,0.00,-0.00,-0.00
partager,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
partout,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
party,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
passer,word,0,0,0,5,5,0.00,0.00,0.00,1.00,-0.00,-0.00
pauvres,word,0,0,0,6,6,0.00,0.00,0.00,1.00,-0.00,-0.00
nuage,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
explosion,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
facile,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
facilement,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
faisait,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
fake,word,0,0,0,3,3,0.00,0.00,0.00,1.00,-0.00,-0.00
espionner,word,0,0,0,4,4,0.00,0.00,0.00,1.00,-0.00,-0.00
