marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
laisser,word,0,6,0,0,0,1,0,0,0,0,1,8,0.75,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,1.06,0.31
arrêter,word,0,6,0,1,0,0,0,0,0,0,1,8,0.75,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,1.06,0.31
sûr,word,0,0,0,0,0,0,0,6,0,1,1,8,0.00,0.00,0.75,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,1.06,0.31
s'en,word,0,9,0,1,0,0,0,0,2,0,0,12,0.75,0.08,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.30
négatives,word,0,0,0,0,2,0,0,0,0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,1.00,0.29
championne,word,0,0,0,0,0,4,0,4,0,0,0,8,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
obtenu,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
piles,word,0,0,0,0,0,0,0,0,4,0,4,8,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
aucune,word,0,2,0,0,0,0,0,0,0,0,2,4,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
timidement,word,0,0,0,0,2,0,0,0,2,0,0,4,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.00,0.29
vexe,word,0,2,0,0,0,0,0,0,0,0,2,4,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
tuées,word,0,0,0,0,0,0,0,0,2,0,2,4,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
vexé,word,0,0,0,0,2,0,0,0,0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,1.00,0.29
voulaient,word,0,2,0,0,0,0,0,0,0,0,2,4,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
nobel,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
horrible,word,0,0,0,0,0,0,0,0,6,0,6,12,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
emprisonné,word,0,0,0,0,0,0,0,0,2,0,2,4,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
élue,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
médaille,word,0,0,0,0,0,5,0,5,0,0,0,10,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
exceptionnel,word,2,0,0,0,0,0,0,0,0,2,0,4,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.29
enfermés,word,0,0,0,0,0,0,0,0,2,0,2,4,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
humeur,word,0,2,0,0,0,0,0,2,0,0,0,4,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.29
réussit,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
gagnera,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
récompense,word,0,0,0,0,0,5,0,5,0,0,0,10,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
frustrant,word,0,2,0,0,0,0,0,0,0,0,2,4,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
rétorque,word,0,2,0,0,0,2,0,0,0,0,0,4,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
gagne,word,0,0,0,0,0,3,0,3,0,0,0,6,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
deuxième,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
gouine,word,0,3,0,3,0,0,0,0,0,0,0,6,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.29
d'or,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
mortes,word,0,0,0,0,0,0,0,0,2,0,2,4,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
point,word,0,0,0,0,0,0,0,0,0,2,2,4,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.29
gloire,word,0,0,0,0,0,2,0,2,0,0,0,4,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.29
hommage,word,15,0,0,0,0,0,0,0,0,0,16,31,0.00,0.00,0.00,0.00,0.00,0.52,0.48,0.00,0.00,0.00,0.00,1.00,0.29
bande,word,0,6,0,5,0,0,0,0,0,0,0,11,0.55,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.29
merde,word,0,9,0,7,0,0,0,0,0,0,0,16,0.56,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.29
meilleure,word,0,0,0,0,0,3,0,4,0,0,0,7,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.99,0.28
insulte,word,0,3,0,0,4,0,0,0,0,0,0,7,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.99,0.28
enfants,word,0,0,0,0,0,0,0,3,4,0,0,7,0.00,0.00,0.43,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.28
mourir,word,0,0,0,0,0,0,0,0,4,0,3,7,0.00,0.00,0.00,0.57,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.99,0.28
dormir,word,0,0,0,0,0,0,0,0,3,0,4,7,0.00,0.00,0.00,0.43,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.99,0.28
renvoyé,word,0,0,0,0,0,0,0,0,2,0,3,5,0.00,0.00,0.00,0.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.97,0.28
remporter,word,0,0,0,0,0,6,0,9,0,0,0,15,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.97,0.28
moment,word,0,2,0,0,0,0,0,3,0,0,0,5,0.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
mis,word,0,2,0,0,0,0,0,0,0,0,3,5,0.40,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.97,0.28
rendre,word,2,0,0,0,0,0,0,0,0,0,3,5,0.00,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.00,0.00,0.00,0.97,0.28
anglais,word,0,2,0,0,0,0,0,0,0,0,3,5,0.40,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.97,0.28
pleurant,word,0,0,0,0,0,0,0,0,3,0,2,5,0.00,0.00,0.00,0.60,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.97,0.28
honneur,word,2,0,0,0,0,3,0,0,0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.60,0.00,0.97,0.28
malgré,word,0,0,0,0,0,0,0,0,0,2,3,5,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.00,0.97,0.28
olympiques,word,0,0,0,0,0,2,0,3,0,0,0,5,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.97,0.28
laisse,word,0,3,0,0,0,0,0,0,0,0,2,5,0.60,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.97,0.28
cacher,word,0,3,0,0,0,0,0,0,2,0,0,5,0.60,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
passe,word,0,0,0,0,0,0,0,0,3,2,0,5,0.00,0.00,0.00,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
insulter,word,0,6,0,0,4,0,0,0,0,0,0,10,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.97,0.28
choqués,word,0,2,0,0,0,0,0,0,0,3,0,5,0.40,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
choquant,word,0,3,0,0,0,0,0,0,0,2,0,5,0.60,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
droit,word,0,2,0,0,0,0,0,3,0,0,0,5,0.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
famine,word,0,0,0,0,0,0,0,0,3,0,2,5,0.00,0.00,0.00,0.60,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.97,0.28
drôles,word,0,0,0,0,0,0,0,2,0,3,0,5,0.00,0.00,0.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
applaudi,word,3,0,0,0,0,0,0,2,0,0,0,5,0.00,0.00,0.40,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.97,0.28
fêter,word,0,0,0,0,0,0,0,3,0,2,0,5,0.00,0.00,0.60,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.28
faute,word,0,2,3,0,0,0,0,0,0,0,0,5,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.97,0.28
spectaculaire,word,5,0,0,0,0,0,0,0,0,3,0,8,0.00,0.00,0.00,0.00,0.38,0.00,0.62,0.00,0.00,0.00,0.00,0.95,0.28
traité,word,0,3,0,0,5,0,0,0,0,0,0,8,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.95,0.28
bonne,word,0,0,0,0,0,1,0,11,0,0,2,14,0.00,0.00,0.79,0.00,0.00,0.14,0.00,0.00,0.00,0.07,0.00,0.95,0.27
arabe,word,0,1,0,2,0,0,0,0,0,0,0,3,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
foutre,word,0,2,0,1,0,0,0,0,0,0,0,3,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
fières,word,0,0,0,0,0,2,0,1,0,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.92,0.27
filles,word,0,0,0,0,0,0,0,1,0,0,2,3,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
torturés,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
décourage,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
discriminations,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
arrivent,word,0,0,0,0,0,0,0,0,0,1,2,3,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
préoccupations,word,0,0,0,0,0,0,0,0,1,0,2,3,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
descendues,word,0,2,0,0,0,0,0,1,0,0,0,3,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
s'enfermer,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
demander,word,0,2,0,0,0,0,0,1,0,0,0,3,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
frappé,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
effondrés,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
effondrement,word,0,0,0,0,0,0,0,0,1,0,2,3,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
remportée,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
montre,word,0,1,0,2,0,0,0,0,0,0,0,3,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
échec,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
travers,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
braconnage,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
responsables,word,0,2,0,0,0,0,0,0,1,0,0,3,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
mystérieux,word,0,0,0,0,0,0,0,0,2,1,0,3,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
ailey,word,0,0,0,0,0,2,0,4,0,0,0,6,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
affaires,word,0,2,0,0,0,0,0,0,0,1,0,3,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
émue,word,0,0,0,0,1,0,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.92,0.27
millions,word,0,1,0,0,0,0,0,2,0,0,0,3,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
ensemble,word,0,0,0,0,0,0,0,2,0,0,1,3,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
entrez,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
rate,word,0,0,0,0,1,0,0,0,0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.92,0.27
toit,word,0,0,0,0,0,0,0,0,2,1,0,3,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
bombes,word,0,1,0,0,0,0,0,0,2,0,0,3,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
respecté,word,2,1,0,0,0,0,0,0,0,0,0,3,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.92,0.27
détruites,word,0,0,0,0,0,0,0,0,4,0,2,6,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
dégoût,word,0,0,0,2,0,0,0,0,1,0,0,3,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
désolée,word,0,0,0,0,2,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.92,0.27
puissants,word,1,0,0,0,0,0,0,0,2,0,0,3,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.92,0.27
angoissé,word,0,1,0,0,0,0,0,0,2,0,0,3,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
pute,word,0,10,0,5,0,0,0,0,0,0,0,15,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
pure,word,0,2,0,1,0,0,0,0,0,0,0,3,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
quel,word,0,0,0,0,0,0,0,2,0,1,0,3,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
quelqu'un,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
explosion,word,0,0,0,0,0,0,0,0,2,1,0,3,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
question,word,0,2,0,0,0,0,0,0,1,0,0,3,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
amis,word,0,0,0,0,0,0,0,2,0,0,1,3,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
mobilisent,word,0,2,0,0,0,0,0,0,1,0,0,3,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
danser,word,0,0,0,0,1,0,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.92,0.27
d'argent,word,0,2,0,0,0,0,0,0,0,0,1,3,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
santé,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
sexuellement,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
gronder,word,0,2,0,0,0,0,0,0,0,0,1,3,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
pourrait,word,0,0,0,0,0,0,0,0,0,2,1,3,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
pouvait,word,0,0,1,0,0,0,0,0,0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.92,0.27
graisse,word,0,1,0,2,0,0,0,0,0,0,0,3,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
s'exclame,word,0,0,0,0,0,0,0,1,0,2,0,3,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
rêver,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
précipite,word,0,0,0,0,0,0,0,2,1,0,0,3,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
insulté,word,0,2,0,0,4,0,0,0,0,0,0,6,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.92,0.27
papa,word,0,0,0,0,0,0,0,1,0,0,2,3,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
insécurité,word,0,1,0,0,0,0,0,0,2,0,0,3,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
commettre,word,0,2,0,0,0,0,0,0,0,0,1,3,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
consterné,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
pavé,word,0,0,0,0,0,0,0,0,0,1,2,3,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
cu,word,0,1,0,2,0,0,0,0,0,0,0,3,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
cul,word,0,2,0,1,0,0,0,0,0,0,0,3,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
stupide,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
hein,word,0,1,0,0,0,0,0,0,0,2,0,3,0.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
homme,word,0,2,0,0,1,0,0,0,0,0,0,3,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.92,0.27
critiques,word,0,4,0,0,0,0,0,0,2,0,0,6,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
sacré,word,2,0,0,0,0,0,0,0,0,1,0,3,0.00,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.92,0.27
imposer,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
incroyables,word,1,0,0,0,0,0,0,0,0,2,0,3,0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.92,0.27
plaît,word,0,2,0,0,0,0,0,1,0,0,0,3,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
perdrait,word,0,0,0,0,0,0,0,0,1,0,2,3,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
succès,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
subir,word,0,1,0,0,0,0,0,0,0,0,2,3,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
suicider,word,0,0,0,0,0,0,0,0,1,0,2,3,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
crient,word,0,0,0,0,0,0,0,0,2,1,0,3,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
téléphone,word,0,0,0,0,0,0,0,0,2,1,0,3,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
paris,word,0,1,0,0,0,0,0,2,0,0,0,3,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
joué,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
jeux,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
partager,word,0,2,0,0,0,0,0,1,0,0,0,3,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
choquée,word,0,0,0,0,0,0,0,0,1,2,0,3,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
maltraitées,word,0,0,0,0,0,0,0,0,1,0,2,3,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
paniqué,word,0,0,0,0,0,0,0,0,2,1,0,3,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
légende,word,2,0,0,0,0,1,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.92,0.27
liberté,word,0,0,0,0,0,0,0,2,1,0,0,3,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
lesbiennes,word,0,1,0,2,0,0,0,0,0,0,0,3,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
tempête,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
main,word,0,0,0,0,0,0,0,2,1,0,0,3,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
nuage,word,0,0,0,0,0,1,0,2,0,0,0,3,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.92,0.27
opposent,word,0,2,0,0,0,0,0,0,1,0,0,3,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
osent,word,0,0,0,0,2,0,0,0,1,0,0,3,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.92,0.27
national,word,0,0,0,0,0,2,0,1,0,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.92,0.27
n'ose,word,0,0,0,0,2,0,0,0,1,0,0,3,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.92,0.27
malheur,word,0,0,0,0,0,0,0,0,5,0,10,15,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
paix,word,0,2,0,0,0,0,0,0,0,0,1,3,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
malades,word,0,0,0,0,0,0,0,0,2,0,1,3,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.92,0.27
chienne,word,0,1,0,2,0,0,0,0,0,0,0,3,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.27
trésor,word,0,0,0,0,0,2,0,1,0,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.92,0.27
mariés,word,0,0,0,0,0,0,0,1,0,0,2,3,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.92,0.27
