source_file,text_span,mode,emotion,marker_type,marker_value,type
PtitLibe,éliminée,Suggérée,Tristesse,word,éliminée,SitEmo
PtitLibe,gagné,Suggérée,Joie,word,gagné,SitEmo
PtitLibe,gagné,Suggérée,Fierté,word,gagné,SitEmo
PtitLibe,remportera;trophée,Suggérée,Joie,word,remportera,SitEmo
PtitLibe,remportera;trophée,Suggérée,Fierté,word,remportera,SitEmo
PtitLibe,remportera;trophée,Suggérée,Joie,word,trophée,SitEmo
PtitLibe,remportera;trophée,Suggérée,Fierté,word,trophée,SitEmo
PtitLibe,remportera;trophée,Suggérée,Joie,punctuation,;,SitEmo
PtitLibe,remportera;trophée,Suggérée,Fierté,punctuation,;,SitEmo
PtitLibe,gagnera,Comportementale,Joie,word,gagnera,SitEmo
PtitLibe,gagnera,Comportementale,Fierté,word,gagnera,SitEmo
PtitLibe,fierté,Désignée,Fierté,word,fierté,SitEmo
PtitLibe,jouer sous le maillot de notre pays,Suggérée,Fierté,word,jouer,SitEmo
PtitLibe,jouer sous le maillot de notre pays,Suggérée,Fierté,word,maillot,SitEmo
PtitLibe,jouer sous le maillot de notre pays,Suggérée,Fierté,word,pays,SitEmo
PtitLibe,la plus grosse,Suggérée,Fierté,word,grosse,SitEmo
PtitLibe,rage,Désignée,Colère,word,rage,SitEmo
PtitLibe,meilleur,Suggérée,Admiration,word,meilleur,SitEmo
PtitLibe,remporté;trophées,Suggérée,Joie,word,remporté,SitEmo
PtitLibe,remporté;trophées,Suggérée,Fierté,word,remporté,SitEmo
PtitLibe,remporté;trophées,Suggérée,Joie,word,trophées,SitEmo
PtitLibe,remporté;trophées,Suggérée,Fierté,word,trophées,SitEmo
PtitLibe,remporté;trophées,Suggérée,Joie,punctuation,;,SitEmo
PtitLibe,remporté;trophées,Suggérée,Fierté,punctuation,;,SitEmo
PtitLibe,gagné,Suggérée,Joie,word,gagné,SitEmo
PtitLibe,gagné,Suggérée,Fierté,word,gagné,SitEmo
PtitLibe,meilleur,Suggérée,Joie,word,meilleur,SitEmo
PtitLibe,meilleur,Suggérée,Fierté,word,meilleur,SitEmo
PtitLibe,gagné,Suggérée,Joie,word,gagné,SitEmo
PtitLibe,gagné,Suggérée,Fierté,word,gagné,SitEmo
PtitLibe,!,Montrée,Admiration,punctuation,!,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Joie,word,gagné,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Fierté,word,gagné,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Joie,word,récompense,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Fierté,word,récompense,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Joie,word,meilleur,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Fierté,word,meilleur,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Joie,punctuation,;,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Fierté,punctuation,;,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Joie,punctuation,;,SitEmo
PtitLibe,gagné;récompense;meilleur,Suggérée,Fierté,punctuation,;,SitEmo
PtitLibe,fêter,Comportementale,Joie,word,fêter,SitEmo
PtitLibe,danser,Comportementale,Joie,word,danser,SitEmo
PtitLibe,s'+amuse,Comportementale,Joie,word,amuse,SitEmo
PtitLibe,s'+amuse,Comportementale,Joie,punctuation,',SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,extraordinaire,Désignée,Surprise,word,extraordinaire,SitEmo
PtitLibe,m’échapperais,Comportementale,Peur,word,échapperais,SitEmo
PtitLibe,!,Montrée,Peur,punctuation,!,SitEmo
PtitLibe,méchant,Suggérée,Peur,word,méchant,SitEmo
PtitLibe,puissants,Suggérée,Peur,word,puissants,SitEmo
PtitLibe,effrayants,Désignée,Peur,word,effrayants,SitEmo
PtitLibe,surprenante,Désignée,Surprise,word,surprenante,SitEmo
PtitLibe,incroyable,Désignée,Surprise,word,incroyable,SitEmo
PtitLibe,Redoutables,Désignée,Peur,word,redoutables,SitEmo
PtitLibe,rugissements,Suggérée,Peur,word,rugissements,SitEmo
PtitLibe,effrayants,Désignée,Peur,word,effrayants,SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,danger,Désignée,Peur,word,danger,SitEmo
PtitLibe,danger,Désignée,Peur,word,danger,SitEmo
PtitLibe,extraordinaires,Désignée,Surprise,word,extraordinaires,SitEmo
PtitLibe,magiques,Désignée,Surprise,word,magiques,SitEmo
PtitLibe,Malheureusement,Désignée,Tristesse,word,malheureusement,SitEmo
PtitLibe,n’a pas remporté,Suggérée,Tristesse,word,remporté,SitEmo
PtitLibe,réalisé ce rêve,Suggérée,Joie,word,réalisé,SitEmo
PtitLibe,réalisé ce rêve,Suggérée,Joie,word,rêve,SitEmo
PtitLibe,content,Désignée,Joie,word,content,SitEmo
PtitLibe,regrette,Désignée,Tristesse,word,regrette,SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,dangers,Désignée,Peur,word,dangers,SitEmo
PtitLibe,danger,Désignée,Peur,word,danger,SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,manifestent,Comportementale,Colère,word,manifestent,SitEmo
PtitLibe,injuste,Suggérée,Colère,word,injuste,SitEmo
PtitLibe,se réjouit,Comportementale,Joie,word,réjouit,SitEmo
PtitLibe,Heureusement,Désignée,Joie,word,heureusement,SitEmo
PtitLibe,contents,Désignée,Joie,word,contents,SitEmo
PtitLibe,bonne ambiance,Suggérée,Joie,word,bonne,SitEmo
PtitLibe,bonne ambiance,Suggérée,Joie,word,ambiance,SitEmo
PtitLibe,c’est Noël en juillet,Montrée,Joie,word,noël,SitEmo
PtitLibe,c’est Noël en juillet,Montrée,Joie,word,juillet,SitEmo
PtitLibe,fête,Comportementale,Joie,word,fête,SitEmo
PtitLibe,honneur,Désignée,Fierté,word,honneur,SitEmo
PtitLibe,le plus important,Suggérée,Fierté,word,important,SitEmo
PtitLibe,tristes,Désignée,Tristesse,word,tristes,SitEmo
PtitLibe,Vexé,Désignée,Embarras,word,vexé,SitEmo
PtitLibe,Vexé,Désignée,Tristesse,word,vexé,SitEmo
PtitLibe,furieux,Désignée,Colère,word,furieux,SitEmo
PtitLibe,scandale,Désignée,Colère,word,scandale,SitEmo
PtitLibe,exploit,Désignée,Admiration,word,exploit,SitEmo
PtitLibe,héroïques,Suggérée,Admiration,word,héroïques,SitEmo
PtitLibe,exploits,Désignée,Admiration,word,exploits,SitEmo
PtitLibe,exploits,Désignée,Surprise,word,exploits,SitEmo
PtitLibe,Mais;malgré,Suggérée,Surprise,word,malgré,SitEmo
PtitLibe,Mais;malgré,Suggérée,Surprise,punctuation,;,SitEmo
PtitLibe,!,Montrée,Surprise,punctuation,!,SitEmo
PtitLibe,raté,Suggérée,Colère,word,raté,SitEmo
PtitLibe,roulé si vite,Comportementale,Embarras,word,roulé,SitEmo
PtitLibe,roulé si vite,Comportementale,Tristesse,word,roulé,SitEmo
PtitLibe,roulé si vite,Comportementale,Embarras,word,vite,SitEmo
PtitLibe,roulé si vite,Comportementale,Tristesse,word,vite,SitEmo
PtitLibe,!,Montrée,Admiration,punctuation,!,SitEmo
PtitLibe,spectaculaire,Désignée,Admiration,word,spectaculaire,SitEmo
PtitLibe,spectaculaire,Désignée,Surprise,word,spectaculaire,SitEmo
PtitLibe,record,Suggérée,Admiration,word,record,SitEmo
PtitLibe,…,Montrée,Surprise,punctuation,…,SitEmo
PtitLibe,contents,Désignée,Joie,word,contents,SitEmo
PtitLibe,mauvaises,Suggérée,Colère,word,mauvaises,SitEmo
PtitLibe,manifestations,Comportementale,Colère,word,manifestations,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,stressée,Désignée,Peur,word,stressée,SitEmo
PtitLibe,génial,Désignée,Surprise,word,génial,SitEmo
PtitLibe,contents,Désignée,Joie,word,contents,SitEmo
PtitLibe,me regarder,Suggérée,Peur,word,regarder,SitEmo
PtitLibe,aventure,Suggérée,Surprise,word,aventure,SitEmo
PtitLibe,fête,Comportementale,Joie,word,fête,SitEmo
PtitLibe,fête,Comportementale,Joie,word,fête,SitEmo
PtitLibe,fête,Comportementale,Joie,word,fête,SitEmo
PtitLibe,merveilleux,Désignée,Admiration,word,merveilleux,SitEmo
PtitLibe,mécontents,Désignée,Colère,word,mécontents,SitEmo
PtitLibe,inquiets,Désignée,Peur,word,inquiets,SitEmo
PtitLibe,meurent,Suggérée,Peur,word,meurent,SitEmo
PtitLibe,meurent,Suggérée,Tristesse,word,meurent,SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,ne peuvent pas l’empêcher,Suggérée,Peur,word,empêcher,SitEmo
PtitLibe,ne peuvent pas l’empêcher,Suggérée,Tristesse,word,empêcher,SitEmo
PtitLibe,inquiets,Désignée,Peur,word,inquiets,SitEmo
PtitLibe,meurent,Suggérée,Peur,word,meurent,SitEmo
PtitLibe,soucis,Désignée,Tristesse,word,soucis,SitEmo
PtitLibe,excitant,Désignée,Joie,word,excitant,SitEmo
PtitLibe,stressé,Désignée,Peur,word,stressé,SitEmo
PtitLibe,amuser,Désignée,Joie,word,amuser,SitEmo
PtitLibe,vacances,Suggérée,Joie,word,vacances,SitEmo
PtitLibe,super,Désignée,Admiration,word,super,SitEmo
PtitLibe,super,Désignée,Surprise,word,super,SitEmo
PtitLibe,heureux,Désignée,Joie,word,heureux,SitEmo
PtitLibe,!,Montrée,Peur,punctuation,!,SitEmo
PtitLibe,!,Montrée,Joie,punctuation,!,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,déçue,Désignée,Tristesse,word,déçue,SitEmo
PtitLibe,s’amusait,Comportementale,Joie,word,amusait,SitEmo
PtitLibe,lâche,Comportementale,Tristesse,word,lâche,SitEmo
PtitLibe,embêtant,Désignée,Tristesse,word,embêtant,SitEmo
PtitLibe,dangereuses,Désignée,Peur,word,dangereuses,SitEmo
PtitLibe,mal à la tête;fièvre;plaques rouges,Suggérée,Peur,word,tête,SitEmo
PtitLibe,mal à la tête;fièvre;plaques rouges,Suggérée,Peur,word,fièvre,SitEmo
PtitLibe,mal à la tête;fièvre;plaques rouges,Suggérée,Peur,word,plaques,SitEmo
PtitLibe,mal à la tête;fièvre;plaques rouges,Suggérée,Peur,word,rouges,SitEmo
PtitLibe,mal à la tête;fièvre;plaques rouges,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,mal à la tête;fièvre;plaques rouges,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,malade,Suggérée,Peur,word,malade,SitEmo
PtitLibe,ne savaient pas;maladie,Suggérée,Peur,word,savaient,SitEmo
PtitLibe,ne savaient pas;maladie,Suggérée,Peur,word,maladie,SitEmo
PtitLibe,ne savaient pas;maladie,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,heureusement,Désignée,Joie,word,heureusement,SitEmo
PtitLibe,risques,Désignée,Peur,word,risques,SitEmo
PtitLibe,dérange,Désignée,Tristesse,word,dérange,SitEmo
PtitLibe,inquiété,Désignée,Peur,word,inquiété,SitEmo
PtitLibe,yeux rouges;mal,Suggérée,Peur,word,yeux,SitEmo
PtitLibe,yeux rouges;mal,Suggérée,Peur,word,rouges,SitEmo
PtitLibe,yeux rouges;mal,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,inquiétant,Désignée,Peur,word,inquiétant,SitEmo
PtitLibe,problèmes;graves,Suggérée,Peur,word,problèmes,SitEmo
PtitLibe,problèmes;graves,Suggérée,Peur,word,graves,SitEmo
PtitLibe,problèmes;graves,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,virus,Suggérée,Peur,word,virus,SitEmo
PtitLibe,craint,Désignée,Peur,word,craint,SitEmo
PtitLibe,contaminées,Suggérée,Peur,word,contaminées,SitEmo
PtitLibe,inquiéter,Désignée,Peur,word,inquiéter,SitEmo
PtitLibe,malades,Suggérée,Peur,word,malades,SitEmo
PtitLibe,inquiétantes,Désignée,Peur,word,inquiétantes,SitEmo
PtitLibe,inquiétantes,Désignée,Peur,word,inquiétantes,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,peste,Suggérée,Peur,word,peste,SitEmo
PtitLibe,maladie;tué,Suggérée,Peur,word,maladie,SitEmo
PtitLibe,maladie;tué,Suggérée,Peur,word,tué,SitEmo
PtitLibe,maladie;tué,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,danger,Désignée,Peur,word,danger,SitEmo
PtitLibe,mourir;maladies,Suggérée,Peur,word,mourir,SitEmo
PtitLibe,mourir;maladies,Suggérée,Peur,word,maladies,SitEmo
PtitLibe,mourir;maladies,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,épidémies;tué,Suggérée,Peur,word,épidémies,SitEmo
PtitLibe,épidémies;tué,Suggérée,Peur,word,tué,SitEmo
PtitLibe,épidémies;tué,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,défiguraient,Suggérée,Peur,word,défiguraient,SitEmo
PtitLibe,risques,Désignée,Peur,word,risques,SitEmo
PtitLibe,maladie;tué,Suggérée,Peur,word,maladie,SitEmo
PtitLibe,maladie;tué,Suggérée,Peur,word,tué,SitEmo
PtitLibe,maladie;tué,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,s’en protéger,Comportementale,Peur,word,protéger,SitEmo
PtitLibe,se protéger,Comportementale,Peur,word,protéger,SitEmo
PtitLibe,épidémies,Suggérée,Peur,word,épidémies,SitEmo
PtitLibe,se protéger,Comportementale,Peur,word,protéger,SitEmo
PtitLibe,mauvais;maladies,Suggérée,Peur,word,mauvais,SitEmo
PtitLibe,mauvais;maladies,Suggérée,Peur,word,maladies,SitEmo
PtitLibe,mauvais;maladies,Suggérée,Peur,punctuation,;,SitEmo
PtitLibe,seul,Suggérée,Colère,word,seul,SitEmo
PtitLibe,en avait assez,Désignée,Colère,word,assez,SitEmo
PtitLibe,pas assez vite,Suggérée,Colère,word,assez,SitEmo
PtitLibe,pas assez vite,Suggérée,Colère,word,vite,SitEmo
PtitLibe,en a assez,Désignée,Colère,word,assez,SitEmo
PtitLibe,mauvais,Suggérée,Colère,word,mauvais,SitEmo
PtitLibe,dénonçant,Comportementale,Colère,word,dénonçant,SitEmo
PtitLibe,menaces,Désignée,Peur,word,menaces,SitEmo
PtitLibe,préoccupation,Désignée,Tristesse,word,préoccupation,SitEmo
PtitLibe,plaisir,Désignée,Joie,word,plaisir,SitEmo
PtitLibe,ne pas pouvoir agir,Suggérée,Colère,word,agir,SitEmo
PtitLibe,en a assez,Désignée,Colère,word,assez,SitEmo
PtitLibe,échec,Suggérée,Tristesse,word,échec,SitEmo
PtitLibe,échec,Suggérée,Colère,word,échec,SitEmo
PtitLibe,génial,Désignée,Admiration,word,génial,SitEmo
PtitLibe,génial,Désignée,Surprise,word,génial,SitEmo
PtitLibe,gagné,Suggérée,Joie,word,gagné,SitEmo
PtitLibe,gagné,Suggérée,Fierté,word,gagné,SitEmo
PtitLibe,se réjouit,Comportementale,Joie,word,réjouit,SitEmo
PtitLibe,n’ai pas de mots,Suggérée,Admiration,word,mots,SitEmo
PtitLibe,n’ai pas de mots,Suggérée,Surprise,word,mots,SitEmo
PtitLibe,ne se doutaient pas,Suggérée,Surprise,word,doutaient,SitEmo
PtitLibe,!,Montrée,Surprise,punctuation,!,SitEmo
PtitLibe,!,Montrée,Surprise,punctuation,!,SitEmo
PtitLibe,se félicite,Comportementale,Fierté,word,félicite,SitEmo
PtitLibe,C’est tout un pan de notre histoire communale qu,Montrée,Fierté,word,pan,SitEmo
PtitLibe,C’est tout un pan de notre histoire communale qu,Montrée,Fierté,word,histoire,SitEmo
PtitLibe,C’est tout un pan de notre histoire communale qu,Montrée,Fierté,word,communale,SitEmo
PtitLibe,critiquée,Comportementale,Colère,word,critiquée,SitEmo
PtitLibe,critiqué,Comportementale,Colère,word,critiqué,SitEmo
PtitLibe,sublime,Suggérée,Admiration,word,sublime,SitEmo
PtitLibe,déjà,Montrée,Surprise,word,déjà,SitEmo
PtitLibe,admirer,Désignée,Admiration,word,admirer,SitEmo
PtitLibe,d'ailleurs,Montrée,Surprise,word,d'ailleurs,SitEmo
PtitLibe,d'ailleurs,Montrée,Surprise,punctuation,',SitEmo
PtitLibe,!,Montrée,Surprise,punctuation,!,SitEmo
PtitLibe,tristes,Désignée,Tristesse,word,tristes,SitEmo
PtitLibe,s’est révoltée,Comportementale,Colère,word,révoltée,SitEmo
PtitLibe,saccager,Comportementale,Colère,word,saccager,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,perde,Suggérée,Peur,word,perde,SitEmo
PtitLibe,exceptionnels,Désignée,Surprise,word,exceptionnels,SitEmo
PtitLibe,graves,Suggérée,Tristesse,word,graves,SitEmo
PtitLibe,joyeux,Désignée,Joie,word,joyeux,SitEmo
PtitLibe,célébrer,Comportementale,Joie,word,célébrer,SitEmo
PtitLibe,souffrance,Désignée,Tristesse,word,souffrance,SitEmo
PtitLibe,souffrant,Désignée,Tristesse,word,souffrant,SitEmo
PtitLibe,horrible,Désignée,Peur,word,horrible,SitEmo
PtitLibe,horrible,Désignée,Tristesse,word,horrible,SitEmo
PtitLibe,choquée,Désignée,Surprise,word,choquée,SitEmo
PtitLibe,choquée,Désignée,Peur,word,choquée,SitEmo
PtitLibe,souffrir,Suggérée,Tristesse,word,souffrir,SitEmo
PtitLibe,du mal à oublier;difficiles,Suggérée,Tristesse,word,oublier,SitEmo
PtitLibe,du mal à oublier;difficiles,Suggérée,Dégoût,word,oublier,SitEmo
PtitLibe,du mal à oublier;difficiles,Suggérée,Tristesse,word,difficiles,SitEmo
PtitLibe,du mal à oublier;difficiles,Suggérée,Dégoût,word,difficiles,SitEmo
PtitLibe,du mal à oublier;difficiles,Suggérée,Tristesse,punctuation,;,SitEmo
PtitLibe,du mal à oublier;difficiles,Suggérée,Dégoût,punctuation,;,SitEmo
PtitLibe,horrible,Désignée,Tristesse,word,horrible,SitEmo
PtitLibe,horrible,Désignée,Peur,word,horrible,SitEmo
PtitLibe,fière,Désignée,Fierté,word,fière,SitEmo
PtitLibe,dérange,Désignée,Tristesse,word,dérange,SitEmo
PtitLibe,maltraitance;abattoirs,Suggérée,Tristesse,word,maltraitance,SitEmo
PtitLibe,maltraitance;abattoirs,Suggérée,Tristesse,word,abattoirs,SitEmo
PtitLibe,maltraitance;abattoirs,Suggérée,Tristesse,punctuation,;,SitEmo
PtitLibe,dégoûtée,Désignée,Dégoût,word,dégoûtée,SitEmo
PtitLibe,culpabilisé,Désignée,Culpabilité,word,culpabilisé,SitEmo
PtitLibe,écœurée,Désignée,Dégoût,word,écœurée,SitEmo
PtitLibe,souffrir,Désignée,Tristesse,word,souffrir,SitEmo
PtitLibe,bien-être,Désignée,Joie,word,bien-être,SitEmo
PtitLibe,bien-être,Désignée,Joie,punctuation,-,SitEmo
PtitLibe,choqué,Désignée,Surprise,word,choqué,SitEmo
PtitLibe,choqué,Désignée,Tristesse,word,choqué,SitEmo
PtitLibe,souffrir,Désignée,Tristesse,word,souffrir,SitEmo
PtitLibe,drôle,Désignée,Joie,word,drôle,SitEmo
PtitLibe,dangereux,Désignée,Peur,word,dangereux,SitEmo
PtitLibe,avertit,Comportementale,Peur,word,avertit,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,dégradées,Comportementale,Colère,word,dégradées,SitEmo
PtitLibe,triste,Désignée,Tristesse,word,triste,SitEmo
PtitLibe,happy,Désignée,Joie,word,happy,SitEmo
PtitLibe,porter des couleurs assez noires,Comportementale,Tristesse,word,porter,SitEmo
PtitLibe,porter des couleurs assez noires,Comportementale,Tristesse,word,couleurs,SitEmo
PtitLibe,porter des couleurs assez noires,Comportementale,Tristesse,word,assez,SitEmo
PtitLibe,porter des couleurs assez noires,Comportementale,Tristesse,word,noires,SitEmo
PtitLibe,porter des couleurs flashy,Comportementale,Joie,word,porter,SitEmo
PtitLibe,porter des couleurs flashy,Comportementale,Joie,word,couleurs,SitEmo
PtitLibe,porter des couleurs flashy,Comportementale,Joie,word,flashy,SitEmo
PtitLibe,Pourtant,Montrée,Surprise,word,pourtant,SitEmo
PtitLibe,pollution,Suggérée,Peur,word,pollution,SitEmo
PtitLibe,rigoler,Comportementale,Joie,word,rigoler,SitEmo
PtitLibe,!,Montrée,Surprise,punctuation,!,SitEmo
PtitLibe,rigolera,Comportementale,Joie,word,rigolera,SitEmo
PtitLibe,…,Montrée,Surprise,punctuation,…,SitEmo
PtitLibe,en avoir marre,Désignée,Colère,word,marre,SitEmo
PtitLibe,bête,Suggérée,Joie,word,bête,SitEmo
PtitLibe,s'inquiète,Désignée,Peur,word,s'inquiète,SitEmo
PtitLibe,s'inquiète,Désignée,Peur,punctuation,',SitEmo
PtitLibe,!,Montrée,Surprise,punctuation,!,SitEmo
PtitLibe,dangereuses,Désignée,Peur,word,dangereuses,SitEmo
PtitLibe,regrette,Désignée,Tristesse,word,regrette,SitEmo
PtitLibe,manifestation,Comportementale,Colère,word,manifestation,SitEmo
PtitLibe,injustice,Suggérée,Colère,word,injustice,SitEmo
PtitLibe,iront en prison,Suggérée,Peur,word,iront,SitEmo
PtitLibe,iront en prison,Suggérée,Peur,word,prison,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,aller en prison,Suggérée,Peur,word,prison,SitEmo
PtitLibe,!,Montrée,Joie,punctuation,!,SitEmo
PtitLibe,bon souvenir,Suggérée,Joie,word,bon,SitEmo
PtitLibe,bon souvenir,Suggérée,Joie,word,souvenir,SitEmo
PtitLibe,arrêteront,Comportementale,Peur,word,arrêteront,SitEmo
PtitLibe,marrant,Désignée,Joie,word,marrant,SitEmo
PtitLibe,sympas,Désignée,Joie,word,sympas,SitEmo
PtitLibe,scandale,Désignée,Colère,word,scandale,SitEmo
PtitLibe,graves,Suggérée,Colère,word,graves,SitEmo
PtitLibe,choqués,Désignée,Surprise,word,choqués,SitEmo
PtitLibe,choqués,Désignée,Colère,word,choqués,SitEmo
PtitLibe,colère,Désignée,Colère,word,colère,SitEmo
PtitLibe,honte,Désignée,Embarras,word,honte,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,agressées sexuellement,Suggérée,Colère,word,agressées,SitEmo
PtitLibe,agressées sexuellement,Suggérée,Tristesse,word,agressées,SitEmo
PtitLibe,agressées sexuellement,Suggérée,Colère,word,sexuellement,SitEmo
PtitLibe,agressées sexuellement,Suggérée,Tristesse,word,sexuellement,SitEmo
PtitLibe,se taisaient,Comportementale,Embarras,word,taisaient,SitEmo
PtitLibe,se taisaient,Comportementale,Peur,word,taisaient,SitEmo
PtitLibe,accusé,Comportementale,Colère,word,accusé,SitEmo
PtitLibe,scandale,Désignée,Colère,word,scandale,SitEmo
PtitLibe,accusé,Comportementale,Colère,word,accusé,SitEmo
PtitLibe,mauvais,Suggérée,Colère,word,mauvais,SitEmo
PtitLibe,dénoncent,Comportementale,Colère,word,dénoncent,SitEmo
PtitLibe,s’est révoltée,Comportementale,Colère,word,révoltée,SitEmo
PtitLibe,désaccord,Suggérée,Colère,word,désaccord,SitEmo
PtitLibe,reprochent,Comportementale,Colère,word,reprochent,SitEmo
PtitLibe,discriminations;victime,Suggérée,Tristesse,word,discriminations,SitEmo
PtitLibe,discriminations;victime,Suggérée,Tristesse,word,victime,SitEmo
PtitLibe,discriminations;victime,Suggérée,Tristesse,punctuation,;,SitEmo
PtitLibe,renoncer à leur baptême,Comportementale,Colère,word,renoncer,SitEmo
PtitLibe,renoncer à leur baptême,Comportementale,Colère,word,baptême,SitEmo
PtitLibe,irrespectueuses,Suggérée,Embarras,word,irrespectueuses,SitEmo
PtitLibe,rejetée,Suggérée,Tristesse,word,rejetée,SitEmo
PtitLibe,dérange,Désignée,Tristesse,word,dérange,SitEmo
PtitLibe,dérange,Désignée,Tristesse,word,dérange,SitEmo
PtitLibe,mal à l’aise,Désignée,Embarras,word,aise,SitEmo
PtitLibe,coupable,Désignée,Culpabilité,word,coupable,SitEmo
PtitLibe,coupable,Désignée,Culpabilité,word,coupable,SitEmo
PtitLibe,fuir,Comportementale,Peur,word,fuir,SitEmo
PtitLibe,inquiets,Désignée,Peur,word,inquiets,SitEmo
PtitLibe,se méfier,Comportementale,Peur,word,méfier,SitEmo
PtitLibe,pas à l’aise,Désignée,Embarras,word,aise,SitEmo
PtitLibe,n’as pas réussi,Suggérée,Culpabilité,word,réussi,SitEmo
PtitLibe,n’as pas réussi,Suggérée,Embarras,word,réussi,SitEmo
PtitLibe,n’as pas réussi,Suggérée,Culpabilité,word,réussi,SitEmo
PtitLibe,n’as pas réussi,Suggérée,Embarras,word,réussi,SitEmo
PtitLibe,pas normal,Suggérée,Tristesse,word,normal,SitEmo
PtitLibe,pas normal,Suggérée,Embarras,word,normal,SitEmo
PtitLibe,pas normal,Suggérée,Tristesse,word,normal,SitEmo
PtitLibe,pas normal,Suggérée,Embarras,word,normal,SitEmo
PtitLibe,plaisir,Désignée,Joie,word,plaisir,SitEmo
PtitLibe,agréable,Désignée,Joie,word,agréable,SitEmo
PtitLibe,impose,Suggérée,Tristesse,word,impose,SitEmo
PtitLibe,impose,Suggérée,Peur,word,impose,SitEmo
PtitLibe,grave,Suggérée,Tristesse,word,grave,SitEmo
PtitLibe,grave,Suggérée,Peur,word,grave,SitEmo
PtitLibe,violences sexuelles,Suggérée,Tristesse,word,violences,SitEmo
PtitLibe,violences sexuelles,Suggérée,Peur,word,violences,SitEmo
PtitLibe,violences sexuelles,Suggérée,Tristesse,word,sexuelles,SitEmo
PtitLibe,violences sexuelles,Suggérée,Peur,word,sexuelles,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,mal à l’aise,Désignée,Embarras,word,aise,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,danger,Désignée,Peur,word,danger,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,danger,Désignée,Peur,word,danger,SitEmo
PtitLibe,angoisses,Désignée,Peur,word,angoisses,SitEmo
PtitLibe,peur,Désignée,Peur,word,peur,SitEmo
PtitLibe,cauchemars,Désignée,Peur,word,cauchemars,SitEmo
PtitLibe,triste,Désignée,Tristesse,word,triste,SitEmo
PtitLibe,honte,Désignée,Embarras,word,honte,SitEmo
PtitLibe,victime,Suggérée,Tristesse,word,victime,SitEmo
PtitLibe,victime,Suggérée,Peur,word,victime,SitEmo
PtitLibe,colère,Désignée,Colère,word,colère,SitEmo
PtitLibe,souffrir,Désignée,Tristesse,word,souffrir,SitEmo
PtitLibe,souffre,Désignée,Tristesse,word,souffre,SitEmo
PtitLibe,idées noires,Désignée,Tristesse,word,idées,SitEmo
PtitLibe,idées noires,Désignée,Tristesse,word,noires,SitEmo
PtitLibe,victime,Suggérée,Tristesse,word,victime,SitEmo
PtitLibe,victime,Suggérée,Peur,word,victime,SitEmo
PtitLibe,tétanisé,Comportementale,Peur,word,tétanisé,SitEmo
PtitLibe,risque,Désignée,Peur,word,risque,SitEmo
PtitLibe,ne pas aimer son corps,Suggérée,Dégoût,word,aimer,SitEmo
PtitLibe,ne pas aimer son corps,Suggérée,Embarras,word,aimer,SitEmo
PtitLibe,ne pas aimer son corps,Suggérée,Dégoût,word,corps,SitEmo
