marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
course,word,0,0,0,0,0,1,0,1,1,0,0,3,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
arrête,word,0,1,0,1,0,0,0,0,0,0,1,3,0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
senti,word,0,0,0,0,0,0,0,0,1,1,1,3,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
seraient,word,0,1,0,0,0,0,0,0,1,1,0,3,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
course,lemma,0,0,0,0,0,1,0,1,1,0,0,3,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
cris,word,0,1,0,0,0,0,0,0,1,1,0,3,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
corps,word,0,0,0,1,1,0,0,0,0,0,1,3,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
coupe,lemma,0,0,0,0,0,0,0,1,1,0,1,3,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
coupe,word,0,0,0,0,0,0,0,1,1,0,1,3,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
cour,lemma,0,0,0,1,0,1,0,1,0,0,0,3,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
couleur,lemma,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
couleurs,word,0,0,0,0,0,1,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.58,0.46
corps,lemma,0,0,0,1,1,0,0,0,0,0,1,3,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
fabuleux,lemma,1,0,0,0,0,0,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
réduites,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
récupérer,word,0,0,0,0,0,1,0,1,1,0,0,3,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
récupérer,lemma,0,0,0,0,0,1,0,1,1,0,0,3,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
rupture,lemma,0,0,0,0,0,0,0,0,1,1,1,3,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
rupture,word,0,0,0,0,0,0,0,0,1,1,1,3,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
rouler,lemma,0,0,0,0,1,0,0,0,0,1,1,3,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
sortir,word,0,1,0,1,0,0,0,0,1,0,0,3,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
forcés,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
force,lemma,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
facilement,word,0,0,0,0,1,0,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
enfin,lemma,0,1,0,0,1,0,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
voiture,lemma,0,1,0,0,0,0,0,0,1,1,0,3,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
faisait,word,0,1,0,1,0,0,0,0,0,1,0,3,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
fabuleux,word,1,0,0,0,0,0,0,1,0,1,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
facilement,lemma,0,0,0,0,1,0,0,1,0,0,1,3,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
voulu,word,0,1,0,0,1,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
voler,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
voit,word,0,1,0,1,0,0,0,0,0,0,1,3,0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
arraché,word,0,1,0,0,0,0,0,0,1,1,0,3,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
envie,word,1,1,0,0,0,0,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
envie,lemma,1,1,0,0,0,0,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.58,0.46
excellent,word,1,0,0,0,0,1,0,0,0,1,0,3,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,1.58,0.46
enfin,word,0,1,0,0,1,0,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.58,0.46
esprit,lemma,0,0,0,0,1,0,0,0,1,0,1,3,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
aimer,word,0,0,0,1,1,0,0,0,0,0,1,3,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
air,word,0,1,0,1,0,0,0,1,0,0,0,3,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
drame,word,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
durer,lemma,0,1,0,0,0,0,0,0,1,0,1,3,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.58,0.46
décider,lemma,0,1,0,0,0,0,0,1,1,0,0,3,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.46
déclarer,lemma,0,1,0,0,0,1,0,1,0,0,0,3,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.58,0.46
âïe,lemma,0,1,0,0,1,0,0,0,0,0,1,3,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,1.58,0.46
impressionnant,lemma,9,0,0,0,0,1,0,0,2,9,0,21,0.00,0.00,0.00,0.10,0.43,0.00,0.43,0.00,0.00,0.05,0.00,1.58,0.46
cher,word,0,6,0,0,0,1,0,0,2,0,1,10,0.60,0.00,0.00,0.20,0.00,0.10,0.00,0.00,0.00,0.10,0.00,1.57,0.45
porter,lemma,0,6,0,0,0,0,0,2,0,1,1,10,0.60,0.00,0.20,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,1.57,0.45
doué,lemma,3,0,0,0,0,3,0,4,0,0,0,10,0.00,0.00,0.40,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,1.57,0.45
agressées,word,0,2,0,0,0,0,0,0,3,0,3,8,0.25,0.00,0.00,0.38,0.00,0.38,0.00,0.00,0.00,0.00,0.00,1.56,0.45
gros,word,0,11,0,13,0,0,0,3,0,1,0,28,0.39,0.46,0.11,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.45
sortir,lemma,0,3,0,2,0,0,0,0,2,0,0,7,0.43,0.29,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.45
coups,word,0,3,0,0,0,0,0,0,5,0,4,12,0.25,0.00,0.00,0.42,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.55,0.45
perdu,word,0,1,0,0,0,0,0,1,3,0,7,12,0.08,0.00,0.08,0.25,0.00,0.58,0.00,0.00,0.00,0.00,0.00,1.55,0.45
d'un,word,0,5,0,0,0,0,0,1,1,1,0,8,0.62,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.45
dur,lemma,0,2,0,0,2,0,0,0,1,0,8,13,0.15,0.00,0.00,0.08,0.00,0.62,0.00,0.00,0.15,0.00,0.00,1.55,0.45
médaille,lemma,1,0,0,0,0,7,0,7,0,1,0,16,0.00,0.00,0.44,0.00,0.06,0.00,0.06,0.00,0.00,0.44,0.00,1.54,0.45
gros,lemma,0,22,0,19,0,1,0,3,0,1,0,46,0.48,0.41,0.07,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,1.53,0.44
douée,word,2,0,0,0,0,3,0,4,0,0,0,9,0.00,0.00,0.44,0.00,0.00,0.00,0.22,0.00,0.00,0.33,0.00,1.53,0.44
agression,lemma,0,0,0,0,2,0,0,0,3,0,4,9,0.00,0.00,0.00,0.33,0.00,0.44,0.00,0.00,0.22,0.00,0.00,1.53,0.44
victime,word,0,1,0,0,4,0,0,0,12,0,18,35,0.03,0.00,0.00,0.34,0.00,0.51,0.00,0.00,0.11,0.00,0.00,1.53,0.44
tuer,word,0,6,0,0,0,0,0,0,4,0,3,13,0.46,0.00,0.00,0.31,0.00,0.23,0.00,0.00,0.00,0.00,0.00,1.53,0.44
mot,word,0,0,0,0,0,1,0,2,0,0,2,5,0.00,0.00,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.20,0.00,1.52,0.44
chien,word,0,2,0,2,0,0,0,0,0,0,1,5,0.40,0.40,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
impose,word,0,2,0,0,0,0,0,0,2,0,1,5,0.40,0.00,0.00,0.40,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
émerveillée,word,2,0,0,0,0,0,0,2,0,1,0,5,0.00,0.00,0.40,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,1.52,0.44
heure,lemma,0,1,0,0,0,0,0,2,0,0,2,5,0.20,0.00,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.52,0.44
surveiller,lemma,0,2,0,1,0,0,0,0,2,0,0,5,0.40,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.44
noir,word,0,2,0,0,0,0,0,0,2,1,0,5,0.40,0.00,0.00,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.44
ailleurs,lemma,0,2,0,1,0,0,0,0,0,2,0,5,0.40,0.20,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.44
harceler,lemma,0,2,0,0,1,0,0,0,0,0,2,5,0.40,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.20,0.00,0.00,1.52,0.44
pile,lemma,0,0,0,0,0,0,0,2,4,0,4,10,0.00,0.00,0.20,0.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.52,0.44
empêcher,word,0,0,0,0,0,0,0,2,2,0,1,5,0.00,0.00,0.40,0.40,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
records,word,0,0,0,0,0,2,0,2,0,1,0,5,0.00,0.00,0.40,0.00,0.20,0.00,0.00,0.00,0.00,0.40,0.00,1.52,0.44
espionner,lemma,0,2,0,0,0,0,0,0,2,1,0,5,0.40,0.00,0.00,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.44
langue,word,0,2,0,0,0,0,0,2,0,0,1,5,0.40,0.00,0.40,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
fille,lemma,0,0,0,0,0,0,0,1,0,2,2,5,0.00,0.00,0.20,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1.52,0.44
feu,word,0,2,0,0,0,1,0,0,2,0,0,5,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,1.52,0.44
soeur,lemma,1,2,0,0,0,0,0,2,0,0,0,5,0.40,0.00,0.40,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,1.52,0.44
parent,lemma,0,1,0,0,0,0,0,2,2,0,0,5,0.20,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.44
parents,word,0,1,0,0,0,0,0,2,2,0,0,5,0.20,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.44
forcer,lemma,0,2,0,0,0,0,0,0,1,0,2,5,0.40,0.00,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.52,0.44
chien,lemma,0,2,0,2,0,0,0,0,0,0,1,5,0.40,0.40,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
jouer,word,0,2,0,0,0,1,0,0,0,0,2,5,0.40,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.20,0.00,1.52,0.44
langue,lemma,0,2,0,0,0,0,0,2,0,0,1,5,0.40,0.00,0.40,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
ravager,lemma,0,2,0,0,0,0,0,0,2,0,1,5,0.40,0.00,0.00,0.40,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.52,0.44
génial,word,2,0,0,0,0,1,0,10,0,3,0,16,0.00,0.00,0.62,0.00,0.19,0.00,0.12,0.00,0.00,0.06,0.00,1.50,0.43
génial,lemma,2,0,0,0,0,1,0,10,0,3,0,16,0.00,0.00,0.62,0.00,0.19,0.00,0.12,0.00,0.00,0.06,0.00,1.50,0.43
choc,word,0,1,0,0,0,0,0,0,1,2,0,4,0.25,0.00,0.00,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
impressionné,word,2,0,0,0,0,0,0,0,1,1,0,4,0.00,0.00,0.00,0.25,0.25,0.00,0.50,0.00,0.00,0.00,0.00,1.50,0.43
impressionné,lemma,2,0,0,0,0,0,0,0,1,1,0,4,0.00,0.00,0.00,0.25,0.25,0.00,0.50,0.00,0.00,0.00,0.00,1.50,0.43
important,word,1,0,0,0,0,2,0,1,0,0,0,4,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.50,0.00,1.50,0.43
choc,lemma,0,1,0,0,0,0,0,0,1,2,0,4,0.25,0.00,0.00,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
vieux,lemma,0,2,0,0,1,0,0,0,0,1,0,4,0.50,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,1.50,0.43
lève,word,0,2,0,0,0,0,0,1,0,0,1,4,0.50,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
jeter,lemma,0,0,0,0,1,0,0,0,1,0,2,4,0.00,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.25,0.00,0.00,1.50,0.43
émotion,lemma,1,0,0,0,0,0,0,2,0,0,1,4,0.00,0.00,0.50,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,1.50,0.43
condamné,word,0,2,0,0,0,0,0,0,1,0,1,4,0.50,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
condition,lemma,0,2,0,0,0,0,0,0,1,0,1,4,0.50,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
conditions,word,0,2,0,0,0,0,0,0,1,0,1,4,0.50,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
importer,lemma,0,2,0,1,0,0,0,0,1,0,0,4,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
loin,word,0,2,0,0,0,0,0,0,1,1,0,4,0.50,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
électricité,lemma,0,0,0,0,0,0,0,1,2,0,1,4,0.00,0.00,0.25,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
surtout,lemma,1,2,0,0,0,0,0,0,0,1,0,4,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,1.50,0.43
surtout,word,1,2,0,0,0,0,0,0,0,1,0,4,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,1.50,0.43
ouvrir,lemma,0,2,0,0,0,1,0,0,1,0,0,4,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.00,1.50,0.43
stage,lemma,0,0,0,0,0,0,0,2,1,0,1,4,0.00,0.00,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
gêné,lemma,0,1,0,1,2,0,0,0,0,0,0,4,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.50,0.43
noire,word,0,0,0,0,0,1,0,2,0,0,1,4,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,1.50,0.43
obliger,lemma,0,2,0,0,1,0,0,0,1,0,0,4,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.50,0.43
graves,word,0,4,0,0,0,0,0,0,2,0,2,8,0.50,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
morts,word,0,3,0,0,0,0,0,0,3,0,6,12,0.25,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
homme,lemma,0,2,0,0,1,0,0,1,0,0,0,4,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.50,0.43
cause,lemma,0,1,0,0,0,0,0,2,1,0,0,4,0.25,0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
mots,word,1,0,0,0,0,0,0,2,0,1,0,4,0.00,0.00,0.50,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,1.50,0.43
cause,word,0,1,0,0,0,0,0,2,1,0,0,4,0.25,0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
changer,lemma,0,2,0,1,0,0,0,0,1,0,0,4,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
tenter,lemma,0,2,0,0,1,0,0,0,0,0,1,4,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.25,0.00,0.00,1.50,0.43
défense,lemma,0,2,0,0,0,0,0,0,0,1,1,4,0.50,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
ailleurs,word,0,2,0,1,0,0,0,0,0,1,0,4,0.50,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
loin,lemma,0,2,0,0,0,0,0,0,1,1,0,4,0.50,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
lever,lemma,0,2,0,0,0,0,0,1,0,0,1,4,0.50,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
folle,word,0,1,0,0,0,0,0,2,0,1,0,4,0.25,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
petits,word,0,0,0,0,0,0,0,2,1,0,1,4,0.00,0.00,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
blessés,word,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
bonbons,word,1,0,0,0,0,0,0,1,0,2,0,4,0.00,0.00,0.25,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,1.50,0.43
crise,word,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
crise,lemma,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
crie,word,0,2,0,0,0,0,0,1,1,0,0,4,0.50,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
cri,lemma,0,1,0,0,0,0,0,0,2,1,0,4,0.25,0.00,0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
gagnent,word,0,1,0,0,0,1,0,2,0,0,0,4,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,1.50,0.43
brûler,lemma,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
pauvreté,word,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
pauvreté,lemma,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
parfait,lemma,2,0,0,0,0,1,0,1,0,0,0,4,0.00,0.00,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,1.50,0.43
préférer,lemma,0,1,0,0,0,0,0,0,1,0,2,4,0.25,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
faudrait,word,0,1,0,0,0,0,0,0,1,0,2,4,0.25,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
souci,lemma,0,0,0,0,0,0,0,1,1,0,2,4,0.00,0.00,0.25,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
effondrée,word,0,0,0,0,0,0,0,0,2,1,1,4,0.00,0.00,0.00,0.50,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
sent,word,0,0,0,0,0,0,0,2,1,0,1,4,0.00,0.00,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
soeur,word,1,1,0,0,0,0,0,2,0,0,0,4,0.25,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,1.50,0.43
soleil,lemma,0,1,0,0,0,0,0,1,0,0,2,4,0.25,0.00,0.25,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
soleil,word,0,1,0,0,0,0,0,1,0,0,2,4,0.25,0.00,0.25,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
rater,lemma,0,1,0,0,1,0,0,0,0,0,2,4,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,1.50,0.43
quelle,word,1,1,0,0,0,0,0,2,0,0,0,4,0.25,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,1.50,0.43
famille,lemma,0,2,0,0,0,0,0,4,0,0,2,8,0.25,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
facile,word,0,0,0,0,1,0,0,1,0,0,2,4,0.00,0.00,0.25,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,1.50,0.43
battu,word,0,0,0,0,0,1,0,2,0,1,0,4,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.00,1.50,0.43
bille,lemma,0,0,0,0,0,1,0,1,0,0,2,4,0.00,0.00,0.25,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,1.50,0.43
billes,word,0,0,0,0,0,1,0,1,0,0,2,4,0.00,0.00,0.25,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,1.50,0.43
cru,word,0,2,0,0,0,0,0,0,0,1,1,4,0.50,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
renforcer,lemma,1,0,0,0,0,2,0,1,0,0,0,4,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.50,0.00,1.50,0.43
aurait,word,0,2,0,0,0,0,0,0,1,1,0,4,0.50,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
regard,word,0,1,0,0,1,0,0,0,0,0,2,4,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,1.50,0.43
rejetés,word,0,1,0,0,0,0,0,0,1,0,2,4,0.25,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
joli,lemma,0,1,0,0,0,1,0,2,0,0,0,4,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,1.50,0.43
espionner,word,0,2,0,0,0,0,0,0,1,1,0,4,0.50,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
acclamer,lemma,2,0,0,0,0,1,0,1,0,0,0,4,0.00,0.00,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,1.50,0.43
excellent,lemma,2,0,0,0,0,1,0,0,0,1,0,4,0.00,0.00,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.25,0.00,1.50,0.43
l'air,word,0,1,0,0,0,0,0,2,0,1,0,4,0.25,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.43
juive,word,0,2,0,0,0,0,0,0,1,0,1,4,0.50,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
jours,word,0,1,0,0,0,0,0,2,0,0,1,4,0.25,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
agressé,lemma,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
agressés,word,0,1,0,0,0,0,0,0,2,0,1,4,0.25,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
vivent,word,0,0,0,0,0,0,0,1,1,0,2,4,0.00,0.00,0.25,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,0.43
devenir,word,0,0,0,0,0,0,0,2,1,0,1,4,0.00,0.00,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,0.43
vécue,word,0,1,0,0,1,0,0,0,0,0,2,4,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,1.50,0.43
