backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class,review_priority
spacy,content,content,4,Désignée,4,Joie,-0.0,0.0,30,Joie,-0.0,0.0,0.0,False,0.1333,specificity_preserved,low
spacy,conséquences,conséquence,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,consterné,consterner,3,Désignée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,colère,colèr,53,Désignée,54,Colère,-0.0,0.0,53,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,protestations,protestation,8,Comportementale,8,Colère,-0.0,0.0,16,Colère,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,pénible,pénible,3,Désignée,3,Tristesse,-0.0,0.0,3,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,pyjama,pyjama,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,pute,pute,15,Montrée,15,Colère,0.9183,0.9183,15,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,putain,putain,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,bouche,bouche,4,Comportementale,4,Admiration,2.0,1.0,4,Admiration,2.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,bonheur,bonheur,14,Désignée,14,Joie,-0.0,0.0,14,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,question,question,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,bonbons,bonbon,3,Montrée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,bombardements,bombardement,3,Suggérée,3,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,pourquoi,pourquoi,9,Montrée,9,Colère,1.2244,0.7725,9,Colère,1.2244,0.7725,0.0,False,1.0,specificity_preserved,low
stanza,boum,boum,3,Montrée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,danse,danse,5,Suggérée,6,Joie,-0.0,0.0,5,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,brice,brice,5,Montrée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,r,r,3,Suggérée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,reprochent,reprocher,11,Comportementale,11,Colère,-0.0,0.0,28,Colère,-0.0,0.0,0.0,False,0.3929,specificity_preserved,low
stanza,reproche,reprocher,11,Comportementale,11,Colère,-0.0,0.0,28,Colère,-0.0,0.0,0.0,False,0.3929,specificity_preserved,low
stanza,reprochaient,reprocher,4,Comportementale,4,Colère,-0.0,0.0,28,Colère,-0.0,0.0,0.0,False,0.1429,specificity_preserved,low
stanza,bée,bé,3,Comportementale,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,backend_artifact,low
stanza,fierté,fierté,7,Désignée,7,Fierté,-0.0,0.0,7,Fierté,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,relations,relation,3,Comportementale,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,prison,prison,4,Suggérée,4,Peur,0.8113,0.8113,4,Peur,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,bloqué,bloquer,5,Comportementale,5,Colère,-0.0,0.0,17,Colère,-0.0,0.0,0.0,False,0.2941,specificity_preserved,low
stanza,bloquer,bloquer,5,Comportementale,5,Colère,-0.0,0.0,17,Colère,-0.0,0.0,0.0,False,0.2941,specificity_preserved,low
stanza,pure,pur,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,carrément,carrément,4,Montrée,4,Colère,2.0,1.0,4,Colère,2.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,dangereux,dangereux,56,Désignée,56,Peur,-0.0,0.0,80,Peur,-0.0,0.0,0.0,False,0.7,specificity_preserved,low
stanza,dangereuses,dangereux,11,Désignée,11,Peur,-0.0,0.0,80,Peur,-0.0,0.0,0.0,False,0.1375,specificity_preserved,low
stanza,dangereuse,dangereux,13,Désignée,13,Peur,-0.0,0.0,80,Peur,-0.0,0.0,0.0,False,0.1625,specificity_preserved,low
stanza,danger,danger,33,Désignée,33,Peur,-0.0,0.0,35,Peur,-0.0,0.0,0.0,False,0.9429,specificity_preserved,low
stanza,plainte,plainte,8,Comportementale,8,Colère,-0.0,0.0,9,Colère,-0.0,0.0,0.0,False,0.8889,specificity_preserved,low
stanza,plaisante,plaisant,7,Désignée,7,Joie,-0.0,0.0,8,Joie,-0.0,0.0,0.0,False,0.875,specificity_preserved,low
stanza,pollution,pollution,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,protestation,protestation,8,Comportementale,8,Colère,-0.0,0.0,16,Colère,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,beaucoup,beaucoup,7,Suggérée,7,Colère,2.2359,0.963,7,Colère,2.2359,0.963,0.0,False,1.0,specificity_preserved,low
stanza,bande,bande,11,Montrée,11,Colère,0.994,0.994,11,Colère,0.994,0.994,0.0,False,1.0,specificity_preserved,low
stanza,banal,banal,3,Suggérée,3,Surprise,-0.0,0.0,3,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,refuge,refuge,9,Comportementale,9,Peur,-0.0,0.0,9,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,rupture,rupture,3,Suggérée,3,Peur,1.585,1.0,3,Peur,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,redoute,redoute,5,Désignée,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,bravo,bravo,5,Montrée,5,Fierté,1.371,0.865,5,Fierté,1.371,0.865,0.0,False,1.0,specificity_preserved,low
stanza,ravie,ravir,5,Désignée,5,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
stanza,prix,prix,19,Suggérée,19,Fierté,2.0043,0.8632,19,Fierté,2.0043,0.8632,0.0,False,1.0,specificity_preserved,low
stanza,problème,problème,3,Montrée,3,Colère,0.9183,0.9183,9,Colère,0.9183,0.9183,0.0,False,0.3333,specificity_preserved,low
stanza,dénonçaient,dénoncer,4,Comportementale,4,Colère,-0.0,0.0,31,Colère,-0.0,0.0,0.0,False,0.129,specificity_preserved,low
stanza,ravi,ravi,4,Désignée,4,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.6667,specificity_preserved,low
stanza,rare,rare,3,Suggérée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,raison,raison,3,Suggérée,3,Fierté,-0.0,0.0,3,Fierté,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,billes,bille,4,Suggérée,4,Tristesse,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,réclamaient,réclamer,4,Comportementale,4,Colère,-0.0,0.0,51,Colère,-0.0,0.0,0.0,False,0.0784,specificity_preserved,low
stanza,râler,râler,4,Comportementale,4,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,0.6667,specificity_preserved,low
stanza,redoutent,redouter,3,Désignée,3,Peur,-0.0,0.0,7,Peur,-0.0,0.0,0.0,False,0.4286,specificity_preserved,low
stanza,partager,partager,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,humiliations,humiliation,4,Désignée,4,Embarras,0.8113,0.8113,4,Embarras,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,pauvreté,pauvreté,4,Suggérée,4,Peur,1.5,0.9464,4,Peur,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,pk,pk,4,Montrée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,porc,porc,9,Montrée,9,Dégoût,1.2244,0.7725,9,Dégoût,1.2244,0.7725,0.0,False,1.0,specificity_preserved,low
stanza,polémique,polémique,4,Suggérée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,champs,champ,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,parents,parent,5,Suggérée,5,Joie,1.5219,0.9602,5,Joie,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
stanza,pardon,pardon,5,Montrée,5,Tristesse,1.9219,0.961,5,Tristesse,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
stanza,papa,papa,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,mécontentements,mécontentement,3,Désignée,3,Colère,-0.0,0.0,18,Colère,-0.0,0.0,0.0,False,0.1667,specificity_preserved,low
stanza,mécontentement,mécontentement,15,Désignée,15,Colère,-0.0,0.0,18,Colère,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
stanza,réussite,réussite,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,mystérieux,mystérieux,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,muslim,muslim,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,mouvement,mouvement,5,Comportementale,5,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
stanza,moqueries,moquerie,5,Suggérée,5,Embarras,0.7219,0.7219,5,Embarras,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
stanza,originale,original,3,Suggérée,3,Surprise,-0.0,0.0,3,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,emploi,emploi,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,panique,panique,11,Désignée,11,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,anglais,anglais,5,Suggérée,5,Tristesse,0.971,0.971,5,Tristesse,0.971,0.971,0.0,False,1.0,specificity_preserved,low
stanza,ouvert,ouvrir,2,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,0.6667,specificity_preserved,low
stanza,ours,ours,3,Suggérée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,chien,chien,5,Montrée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
stanza,pierre,pierre,5,Montrée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,peu,peu,8,Montrée,8,Colère,1.9056,0.9528,8,Colère,1.9056,0.9528,0.0,False,1.0,specificity_preserved,low
stanza,mère,mère,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,heureuses,heureux,3,Désignée,3,Joie,-0.0,0.0,35,Joie,-0.0,0.0,0.0,False,0.0857,specificity_preserved,low
stanza,heureusement,heureusement,18,Désignée,18,Joie,-0.0,0.0,18,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,heureuse,heureux,5,Désignée,5,Joie,-0.0,0.0,35,Joie,-0.0,0.0,0.0,False,0.1429,specificity_preserved,low
stanza,hein,hein,3,Montrée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,fêter,fêter,5,Comportementale,5,Joie,0.971,0.971,5,Joie,0.971,0.971,0.0,False,1.0,specificity_preserved,low
stanza,fête,fête,30,Comportementale,30,Joie,-0.0,0.0,32,Joie,-0.0,0.0,0.0,False,0.9375,specificity_preserved,low
stanza,fâchés,fâcher,5,Désignée,5,Colère,-0.0,0.0,7,Colère,-0.0,0.0,0.0,False,0.7143,specificity_preserved,low
stanza,habits,habit,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,génial,génial,16,Désignée,16,Joie,1.5016,0.7508,16,Joie,1.5016,0.7508,0.0,False,1.0,specificity_preserved,low
stanza,héros,héros,6,Suggérée,6,Admiration,0.65,0.65,6,Admiration,0.65,0.65,0.0,False,1.0,specificity_preserved,low
stanza,admiration,admiration,3,Désignée,3,Admiration,-0.0,0.0,3,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,cul,cul,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,partout,partout,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,oh,oh,18,Montrée,18,Surprise,1.4628,0.7314,18,Surprise,1.4628,0.7314,0.0,False,1.0,specificity_preserved,low
stanza,chance,chance,13,Suggérée,13,Joie,1.6692,0.8346,13,Joie,1.6692,0.8346,0.0,False,1.0,specificity_preserved,low
stanza,chouette,chouette,3,Montrée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,championne,championne,8,Suggérée,8,Fierté,1.0,1.0,8,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,cause,cause,4,Suggérée,4,Joie,1.5,0.9464,4,Joie,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,noël,noël,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,nouvelle,nouvelle,4,Suggérée,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,0.8,specificity_preserved,low
stanza,nouvelle,nouveau,1,Suggérée,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,0.2,specificity_preserved,low
stanza,normal,normal,9,Suggérée,9,Embarras,2.7255,0.9708,9,Embarras,2.7255,0.9708,0.0,False,1.0,specificity_preserved,low
stanza,nom,nom,3,Montrée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,nobel,nobel,4,Suggérée,4,Fierté,1.0,1.0,4,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,paul,paul,7,Montrée,7,Colère,0.8631,0.8631,7,Colère,0.8631,0.8631,0.0,False,1.0,specificity_preserved,low
stanza,party,party,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,cu,cu,3,Montrée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,mécontents,mécontent,8,Désignée,8,Colère,-0.0,0.0,10,Colère,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
stanza,complètement,complètement,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,commun,commun,5,Suggérée,5,Surprise,-0.0,0.0,5,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,commettre,commettre,3,Comportementale,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,comment,comment,4,Montrée,4,Colère,2.0,1.0,4,Colère,2.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,combats,combat,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,nique,nique,4,Montrée,5,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,minable,minable,3,Désignée,3,Culpabilité,1.585,1.0,3,Culpabilité,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,expulser,expulser,4,Suggérée,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,explosé,exploser,5,Montrée,5,Admiration,2.3219,1.0,5,Admiration,2.3219,1.0,0.0,False,1.0,specificity_preserved,low
spacy,eau,eau,4,Suggérée,4,Peur,1.0,1.0,4,Peur,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,manifestent,manifester,15,Comportementale,15,Colère,-0.0,0.0,50,Colère,-0.0,0.0,0.0,False,0.3,specificity_preserved,low
stanza,persécutions,persécution,3,Désignée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,etes,ete,4,Montrée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,envie,envie,3,Suggérée,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,enthousiasme,enthousiasmer,3,Désignée,8,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,enthousiasme,enthousiasme,4,Désignée,8,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,enfin,enfin,3,Montrée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,maîtrise,maîtrise,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,marre,marre,7,Désignée,7,Colère,-0.0,0.0,7,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,misère,misère,3,Désignée,3,Tristesse,-0.0,0.0,3,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,minable,minable,3,Désignée,3,Culpabilité,1.585,1.0,3,Culpabilité,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,mieux,mieux,8,Suggérée,8,Fierté,1.8113,0.9056,8,Fierté,1.8113,0.9056,0.0,False,1.0,specificity_preserved,low
stanza,merveilleux,merveilleux,7,Désignée,7,Admiration,1.1488,0.7248,7,Admiration,1.1488,0.7248,0.0,False,1.0,specificity_preserved,low
stanza,merci,merci,11,Montrée,11,Joie,1.3222,0.8342,11,Joie,1.3222,0.8342,0.0,False,1.0,specificity_preserved,low
stanza,mentir,mentir,4,Suggérée,4,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
spacy,dîner,dîner,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,perdrait,pordre,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,choc,choc,4,Désignée,4,Surprise,1.5,0.9464,4,Surprise,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,chier,chier,3,Montrée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,chienne,chienne,3,Montrée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,pd,pd,5,Montrée,5,Colère,1.371,0.865,5,Colère,1.371,0.865,0.0,False,1.0,specificity_preserved,low
stanza,pays,pays,9,Suggérée,9,Peur,2.1972,0.9463,9,Peur,2.1972,0.9463,0.0,False,1.0,specificity_preserved,low
stanza,pavé,pavé,3,Montrée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,couleurs,couleur,3,Comportementale,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,couilles,couille,6,Montrée,6,Colère,0.65,0.65,6,Colère,0.65,0.65,0.0,False,1.0,specificity_preserved,low
stanza,corruption,corruption,5,Suggérée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,corps,corps,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,cool,cool,7,Désignée,7,Admiration,1.3788,0.8699,7,Admiration,1.3788,0.8699,0.0,False,1.0,specificity_preserved,low
stanza,contre,contre,12,Comportementale,12,Colère,1.4183,0.7091,12,Colère,1.4183,0.7091,0.0,False,1.0,specificity_preserved,low
stanza,médaille,médaille,10,Suggérée,10,Fierté,1.0,1.0,12,Fierté,1.0,1.0,0.0,False,0.8333,specificity_preserved,low
stanza,coeur,coeur,3,Montrée,3,Joie,1.585,1.0,3,Joie,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,peur,peur,131,Désignée,131,Peur,0.0647,0.0647,131,Peur,0.0647,0.0647,0.0,False,1.0,specificity_preserved,low
stanza,envie,envie,3,Suggérée,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,enthousiasme,enthousiasme,8,Désignée,8,Joie,-0.0,0.0,8,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,ensemble,ensemble,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,enfin,enfin,3,Montrée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,encore,encore,12,Suggérée,12,Peur,2.4591,0.9513,12,Peur,2.4591,0.9513,0.0,False,1.0,specificity_preserved,low
stanza,emprisonné,emprisonner,4,Suggérée,4,Peur,1.0,1.0,4,Peur,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,emporte,emporter,3,Comportementale,3,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,mondiale,mondial,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,national,national,3,Suggérée,3,Fierté,0.9183,0.9183,3,Fierté,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,méfier,méfier,3,Comportementale,3,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,0.6,specificity_preserved,low
stanza,méfiance,méfiance,5,Désignée,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,colère,colère,54,Désignée,54,Colère,-0.0,0.0,54,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,gens,gens,10,Suggérée,10,Colère,1.2955,0.8173,10,Colère,1.2955,0.8173,0.0,False,1.0,specificity_preserved,low
stanza,craignent,craindre,19,Désignée,19,Peur,-0.0,0.0,38,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,inquiets,inquiet,14,Désignée,14,Peur,-0.0,0.0,44,Peur,-0.0,0.0,0.0,False,0.3182,specificity_preserved,low
stanza,inquiet,inquiet,6,Désignée,6,Peur,-0.0,0.0,44,Peur,-0.0,0.0,0.0,False,0.1364,specificity_preserved,low
stanza,injustices,injustice,5,Suggérée,5,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,0.4167,specificity_preserved,low
stanza,injustice,injustice,7,Suggérée,7,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,0.5833,specificity_preserved,low
stanza,jamais,jamais,29,Suggérée,29,Tristesse,2.5999,0.8666,29,Tristesse,2.5999,0.8666,0.0,False,1.0,specificity_preserved,low
stanza,jaloux,jalou,5,Désignée,5,Jalousie,-0.0,0.0,5,Jalousie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,inégalités,inégalité,6,Suggérée,6,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,inédite,inédit,4,Suggérée,4,Surprise,-0.0,0.0,5,Surprise,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
stanza,crise,crise,4,Suggérée,4,Peur,1.5,0.9464,4,Peur,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,importe,importer,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,heureux,heureux,27,Désignée,27,Joie,-0.0,0.0,35,Joie,-0.0,0.0,0.0,False,0.7714,specificity_preserved,low
stanza,idole,idole,4,Suggérée,4,Admiration,-0.0,0.0,4,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,icône,icône,3,Suggérée,3,Admiration,-0.0,0.0,3,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,craint,craindre,8,Désignée,8,Peur,-0.0,0.0,38,Peur,-0.0,0.0,0.0,False,0.2105,specificity_preserved,low
stanza,craindre,craindre,4,Désignée,4,Peur,-0.0,0.0,38,Peur,-0.0,0.0,0.0,False,0.1053,specificity_preserved,low
stanza,lettre,lettre,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,larmes,larme,7,Comportementale,7,Tristesse,0.5917,0.5917,7,Tristesse,0.5917,0.5917,0.0,False,1.0,specificity_preserved,low
stanza,inquiétude,inquiétude,5,Désignée,5,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,0.4545,specificity_preserved,low
stanza,juste,juste,29,Montrée,29,Colère,1.6894,0.7276,29,Colère,1.6894,0.7276,0.0,False,1.0,specificity_preserved,low
stanza,joyeux,joyeux,3,Désignée,3,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,joie,joie,16,Désignée,16,Joie,-0.0,0.0,16,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,jeux,jeu,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,contestation,contestation,8,Comportementale,8,Colère,-0.0,0.0,9,Colère,-0.0,0.0,0.0,False,0.8889,specificity_preserved,low
stanza,contents,content,16,Désignée,16,Joie,-0.0,0.0,32,Joie,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,immense,immense,5,Suggérée,5,Peur,1.9219,0.961,5,Peur,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
stanza,bah,bah,4,Montrée,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,aïe,aïe,3,Montrée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,avis,avis,7,Montrée,7,Colère,-0.0,0.0,7,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,avant,avant,6,Suggérée,6,Surprise,2.2516,0.9697,6,Surprise,2.2516,0.9697,0.0,False,1.0,specificity_preserved,low
