backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class
stanza,viens,venir,2,Suggérée,3,Joie,0.9183,0.9183,12,Joie,2.3554,0.9112,1.4371,False,0.1667,lemma_dilutes_surface
stanza,news,new,3,Suggérée,3,Colère,-0.0,0.0,8,Joie,1.4056,0.8869,1.4056,True,0.375,lemma_dilutes_surface
stanza,lancé,lancer,3,Comportementale,3,Colère,-0.0,0.0,5,Colère,1.371,0.865,1.371,False,0.6,lemma_dilutes_surface
stanza,crient,crier,3,Comportementale,3,Peur,0.9183,0.9183,22,Peur,2.2713,0.8091,1.353,False,0.1364,lemma_dilutes_surface
stanza,sert,servir,3,Montrée,3,Colère,-0.0,0.0,8,Colère,1.2988,0.8194,1.2988,False,0.375,lemma_dilutes_surface
stanza,trouver,trouver,6,Suggérée,6,Peur,1.2516,0.7897,14,Peur,2.4956,0.889,1.244,False,0.4286,lemma_dilutes_surface
stanza,croire,croire,5,Suggérée,5,Surprise,0.7219,0.7219,19,Colère,1.9291,0.8308,1.2072,True,0.2632,lemma_dilutes_surface
stanza,imposer,imposer,3,Suggérée,3,Peur,0.9183,0.9183,11,Peur,2.1181,0.9122,1.1998,False,0.2727,lemma_dilutes_surface
stanza,attaquent,attaquer,3,Suggérée,3,Peur,-0.0,0.0,24,Peur,1.1964,0.7549,1.1964,False,0.125,lemma_dilutes_surface
stanza,beaux,beau,3,Suggérée,3,Joie,-0.0,0.0,24,Joie,1.1582,0.7308,1.1582,False,0.125,lemma_dilutes_surface
stanza,effondrer,effondrer,3,Suggérée,3,Peur,-0.0,0.0,10,Peur,1.1568,0.7298,1.1568,False,0.3,lemma_dilutes_surface
stanza,interdire,interdire,3,Comportementale,3,Colère,-0.0,0.0,7,Colère,1.1488,0.7248,1.1488,False,0.4286,lemma_dilutes_surface
stanza,révoltée,révolter,3,Comportementale,3,Colère,-0.0,0.0,7,Colère,1.1488,0.7248,1.1488,False,0.4286,lemma_dilutes_surface
stanza,prestigieux,prestigieux,3,Désignée,3,Admiration,-0.0,0.0,7,Admiration,1.1488,0.7248,1.1488,False,0.4286,lemma_dilutes_surface
stanza,arrivent,arriver,3,Suggérée,3,Tristesse,0.9183,0.9183,10,Surprise,2.0464,0.8814,1.1281,True,0.3,lemma_dilutes_surface
stanza,trouvé,trouver,5,Suggérée,5,Joie,1.371,0.865,14,Peur,2.4956,0.889,1.1246,True,0.3571,lemma_dilutes_surface
stanza,pleure,pleurer,5,Comportementale,5,Tristesse,-0.0,0.0,45,Tristesse,1.1245,0.7095,1.1245,False,0.1111,lemma_dilutes_surface
stanza,mortes,mort,4,Suggérée,4,Peur,1.0,1.0,28,Tristesse,2.1017,0.7487,1.1017,True,0.1429,lemma_dilutes_surface
stanza,réussir,réussir,3,Suggérée,3,Colère,1.585,1.0,19,Joie,2.6498,0.9439,1.0648,True,0.1579,lemma_dilutes_surface
stanza,joué,jouer,3,Suggérée,3,Joie,0.9183,0.9183,9,Joie,1.9749,0.9875,1.0566,False,0.3333,lemma_dilutes_surface
stanza,voit,voir,3,Suggérée,3,Colère,1.585,1.0,32,Colère,2.637,0.8319,1.052,False,0.0938,lemma_dilutes_surface
stanza,passe,passer,5,Montrée,5,Peur,0.971,0.971,14,Peur,2.0202,0.8701,1.0492,False,0.3571,lemma_dilutes_surface
stanza,malades,malade,3,Suggérée,3,Peur,0.9183,0.9183,10,Peur,1.961,0.8445,1.0427,False,0.3,lemma_dilutes_surface
stanza,continue,continuer,4,Suggérée,4,Colère,0.8113,0.8113,7,Colère,1.8424,0.9212,1.0311,False,0.5714,lemma_dilutes_surface
stanza,montre,montrer,2,Montrée,3,Dégoût,0.9183,0.9183,5,Fierté,1.9219,0.961,1.0036,True,0.4,lemma_dilutes_surface
stanza,tiré,tirer,3,Suggérée,3,Peur,-0.0,0.0,6,Joie,1.0,1.0,1.0,True,0.5,lemma_dilutes_surface
stanza,danse,danser,1,Suggérée,6,Joie,-0.0,0.0,13,Joie,0.9913,0.6254,0.9913,False,0.0769,lemma_dilutes_surface
stanza,petite,petit,4,Suggérée,4,Joie,0.8113,0.8113,16,Joie,1.7947,0.773,0.9834,False,0.25,lemma_dilutes_surface
stanza,noire,noir,4,Suggérée,4,Joie,1.5,0.9464,11,Tristesse,2.4817,0.9601,0.9817,True,0.3636,lemma_dilutes_surface
stanza,demander,demander,3,Suggérée,3,Colère,0.9183,0.9183,13,Colère,1.8843,0.9422,0.966,False,0.2308,lemma_dilutes_surface
stanza,noir,noir,5,Suggérée,5,Colère,1.5219,0.9602,11,Tristesse,2.4817,0.9601,0.9598,True,0.4545,lemma_dilutes_surface
stanza,volé,voler,4,Suggérée,4,Colère,0.8113,0.8113,8,Colère,1.75,0.875,0.9387,False,0.5,lemma_dilutes_surface
stanza,partir,partir,5,Suggérée,5,Tristesse,0.7219,0.7219,9,Tristesse,1.6577,0.8289,0.9358,False,0.5556,lemma_dilutes_surface
stanza,grands,grand,3,Suggérée,3,Fierté,1.585,1.0,25,Joie,2.5125,0.895,0.9275,True,0.12,lemma_dilutes_surface
stanza,rendre,rendre,5,Comportementale,5,Tristesse,0.971,0.971,13,Tristesse,1.892,0.8148,0.921,False,0.3846,lemma_dilutes_surface
stanza,violents,violent,3,Suggérée,3,Peur,-0.0,0.0,21,Peur,0.8929,0.5634,0.8929,False,0.1429,lemma_dilutes_surface
stanza,folle,fou,4,Suggérée,4,Joie,1.5,0.9464,24,Colère,2.3699,0.8442,0.8699,True,0.1667,lemma_dilutes_surface
stanza,pensé,penser,3,Suggérée,3,Dégoût,1.585,1.0,10,Colère,2.4464,0.9464,0.8614,True,0.3,lemma_dilutes_surface
stanza,tomber,tomber,4,Suggérée,4,Tristesse,0.8113,0.8113,7,Tristesse,1.6645,0.8322,0.8532,False,0.5714,lemma_dilutes_surface
stanza,arrêté,arrêter,5,Comportementale,5,Colère,0.7219,0.7219,22,Colère,1.5633,0.7816,0.8414,False,0.2273,lemma_dilutes_surface
stanza,main,main,3,Comportementale,3,Joie,0.9183,0.9183,8,Joie,1.75,0.875,0.8317,False,0.375,lemma_dilutes_surface
stanza,battu,battre,4,Suggérée,4,Joie,1.5,0.9464,13,Colère,2.3158,0.8959,0.8158,True,0.3077,lemma_dilutes_surface
stanza,amusant,amuser,2,Comportementale,8,Joie,0.8113,0.8113,37,Joie,-0.0,0.0,-0.8113,False,0.0541,lemma_reveals_family
stanza,reçu,recevoir,6,Suggérée,6,Fierté,1.0,1.0,8,Fierté,1.8113,0.9056,0.8113,False,0.75,lemma_dilutes_surface
stanza,accident,accident,3,Suggérée,3,Peur,-0.0,0.0,4,Peur,0.8113,0.8113,0.8113,False,0.75,lemma_dilutes_surface
stanza,dommage,dommage,3,Suggérée,3,Tristesse,-0.0,0.0,4,Tristesse,0.8113,0.8113,0.8113,False,0.75,lemma_dilutes_surface
stanza,animaux,animal,3,Suggérée,3,Peur,-0.0,0.0,4,Peur,0.8113,0.8113,0.8113,False,0.75,lemma_dilutes_surface
stanza,morts,mort,7,Suggérée,8,Tristesse,1.2988,0.8194,28,Tristesse,2.1017,0.7487,0.8029,False,0.25,lemma_dilutes_surface
stanza,mis,mettre,5,Comportementale,5,Tristesse,0.971,0.971,18,Colère,1.7652,0.8826,0.7942,True,0.2778,lemma_dilutes_surface
stanza,vécue,vivre,4,Suggérée,4,Tristesse,1.5,0.9464,13,Tristesse,2.2878,0.885,0.7878,False,0.3077,lemma_dilutes_surface
stanza,vivent,vivre,4,Suggérée,4,Tristesse,1.5,0.9464,13,Tristesse,2.2878,0.885,0.7878,False,0.3077,lemma_dilutes_surface
stanza,sent,sentir,4,Suggérée,4,Joie,1.5,0.9464,12,Joie,2.2842,0.8836,0.7842,False,0.3333,lemma_dilutes_surface
stanza,bonne,bon,14,Suggérée,14,Joie,0.9464,0.5971,43,Joie,1.7293,0.616,0.7829,False,0.3256,lemma_dilutes_surface
stanza,coups,coup,11,Suggérée,11,Peur,1.5726,0.9922,19,Colère,2.3546,0.9109,0.782,True,0.5789,lemma_dilutes_surface
stanza,jours,jour,4,Suggérée,4,Joie,1.5,0.9464,9,Joie,2.281,0.8824,0.781,False,0.4444,lemma_dilutes_surface
stanza,crie,crier,4,Comportementale,4,Colère,1.5,0.9464,22,Peur,2.2713,0.8091,0.7713,True,0.1818,lemma_dilutes_surface
stanza,choquée,choquer,3,Désignée,3,Surprise,0.9183,0.9183,45,Surprise,1.6815,0.8407,0.7632,False,0.0667,lemma_dilutes_surface
stanza,grande,grand,8,Suggérée,8,Joie,1.75,0.875,25,Joie,2.5125,0.895,0.7625,False,0.32,lemma_dilutes_surface
stanza,quel,quel,3,Montrée,3,Joie,0.9183,0.9183,7,Joie,1.6645,0.8322,0.7462,False,0.4286,lemma_dilutes_surface
stanza,pauvre,pauvre,5,Montrée,5,Tristesse,0.7219,0.7219,11,Tristesse,1.4354,0.9056,0.7135,False,0.4545,lemma_dilutes_surface
stanza,choqués,choquer,5,Désignée,5,Surprise,0.971,0.971,45,Surprise,1.6815,0.8407,0.7105,False,0.1111,lemma_dilutes_surface
stanza,pris,prendre,7,Suggérée,7,Peur,1.3788,0.8699,22,Peur,2.0876,0.8076,0.7088,False,0.3182,lemma_dilutes_surface
stanza,senti,sentir,3,Comportementale,3,Peur,1.585,1.0,12,Joie,2.2842,0.8836,0.6992,True,0.25,lemma_dilutes_surface
stanza,moquer,moquer,5,Suggérée,5,Embarras,1.371,0.865,9,Embarras,2.0588,0.8867,0.6878,False,0.5556,lemma_dilutes_surface
stanza,amusante,amusant,3,Désignée,3,Joie,-0.0,0.0,11,Joie,0.684,0.684,0.684,False,0.2727,lemma_dilutes_surface
stanza,new,new,5,Suggérée,5,Joie,0.7219,0.7219,8,Joie,1.4056,0.8869,0.6837,False,0.625,lemma_dilutes_surface
stanza,harcelé,harceler,4,Suggérée,4,Tristesse,0.8113,0.8113,14,Tristesse,1.4838,0.7419,0.6725,False,0.2857,lemma_dilutes_surface
stanza,raconte,raconter,2,Montrée,3,Colère,1.585,1.0,3,Colère,0.9183,0.9183,-0.6667,False,0.6667,lemma_reveals_family
stanza,danseur,danseur,3,Suggérée,3,Joie,1.585,1.0,6,Joie,2.2516,0.9697,0.6666,False,0.5,lemma_dilutes_surface
stanza,danseurs,danseur,3,Suggérée,3,Admiration,1.585,1.0,6,Joie,2.2516,0.9697,0.6666,True,0.5,lemma_dilutes_surface
stanza,devenir,devenir,4,Suggérée,4,Joie,1.5,0.9464,8,Joie,2.1556,0.9284,0.6556,False,0.5,lemma_dilutes_surface
stanza,encourager,encourager,4,Suggérée,4,Joie,-0.0,0.0,6,Joie,0.65,0.65,0.65,False,0.6667,lemma_dilutes_surface
stanza,arrete,arreter,5,Montrée,7,Colère,-0.0,0.0,6,Colère,0.65,0.65,0.65,False,0.8333,lemma_dilutes_surface
stanza,revendique,revendiquer,3,Comportementale,3,Colère,-0.0,0.0,6,Colère,0.65,0.65,0.65,False,0.5,lemma_dilutes_surface
stanza,oeil,œil,6,Suggérée,6,Colère,1.7925,0.8962,17,Colère,2.4419,0.8698,0.6494,False,0.3529,lemma_dilutes_surface
stanza,agression,agression,3,Suggérée,3,Tristesse,0.9183,0.9183,8,Peur,1.5613,0.9851,0.643,True,0.375,lemma_dilutes_surface
stanza,fières,fier,3,Désignée,3,Fierté,0.9183,0.9183,21,Fierté,0.2762,0.2762,-0.6421,False,0.1429,lemma_reveals_family
stanza,pleurer,pleurer,19,Comportementale,19,Tristesse,0.4855,0.4855,45,Tristesse,1.1245,0.7095,0.639,False,0.4222,lemma_dilutes_surface
stanza,enfermés,enfermer,3,Suggérée,3,Peur,0.9183,0.9183,7,Tristesse,1.5567,0.9821,0.6384,True,0.4286,lemma_dilutes_surface
stanza,enfermer,enfermer,3,Comportementale,3,Tristesse,0.9183,0.9183,7,Tristesse,1.5567,0.9821,0.6384,False,0.4286,lemma_dilutes_surface
stanza,remporter,remporter,8,Suggérée,8,Joie,0.8113,0.8113,31,Joie,1.4474,0.7237,0.6361,False,0.2581,lemma_dilutes_surface
stanza,faudrait,falloir,4,Suggérée,4,Tristesse,1.5,0.9464,17,Colère,2.1334,0.9188,0.6334,True,0.2353,lemma_dilutes_surface
stanza,attendre,attendre,3,Suggérée,3,Joie,0.9183,0.9183,12,Surprise,1.5511,0.7755,0.6328,True,0.25,lemma_dilutes_surface
stanza,prendre,prendre,6,Suggérée,6,Colère,1.4591,0.9206,22,Peur,2.0876,0.8076,0.6285,True,0.2727,lemma_dilutes_surface
stanza,filles,fille,3,Suggérée,3,Tristesse,0.9183,0.9183,5,Surprise,1.5219,0.9602,0.6036,True,0.6,lemma_dilutes_surface
stanza,impose,imposer,5,Suggérée,5,Colère,1.5219,0.9602,11,Peur,2.1181,0.9122,0.5962,True,0.4545,lemma_dilutes_surface
stanza,critique,critique,8,Comportementale,8,Colère,-0.0,0.0,14,Colère,0.5917,0.5917,0.5917,False,0.5714,lemma_dilutes_surface
stanza,protester,protester,18,Comportementale,18,Colère,-0.0,0.0,33,Colère,0.5836,0.2918,0.5836,False,0.5455,lemma_dilutes_surface
stanza,protestent,protester,4,Comportementale,4,Colère,-0.0,0.0,33,Colère,0.5836,0.2918,0.5836,False,0.1212,lemma_dilutes_surface
stanza,baissant,baisser,3,Comportementale,3,Peur,0.9183,0.9183,4,Peur,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface
stanza,rate,rater,3,Suggérée,3,Tristesse,0.9183,0.9183,4,Tristesse,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface
stanza,gronder,gronder,3,Suggérée,3,Colère,0.9183,0.9183,4,Colère,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface
stanza,torturés,torturer,3,Suggérée,3,Peur,0.9183,0.9183,4,Peur,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface
stanza,perdre,perdre,3,Suggérée,3,Peur,0.9183,0.9183,17,Tristesse,1.4969,0.7485,0.5786,True,0.1765,lemma_dilutes_surface
stanza,fous,fou,6,Suggérée,6,Peur,1.7925,0.8962,24,Colère,2.3699,0.8442,0.5774,True,0.25,lemma_dilutes_surface
stanza,arrêter,arrêter,9,Montrée,9,Colère,0.9864,0.6224,22,Colère,1.5633,0.7816,0.5769,False,0.4091,lemma_dilutes_surface
stanza,harceler,harceler,3,Suggérée,3,Colère,0.9183,0.9183,14,Tristesse,1.4838,0.7419,0.5655,True,0.2143,lemma_dilutes_surface
stanza,danseuse,danseuse,4,Suggérée,5,Joie,1.371,0.865,4,Joie,0.8113,0.8113,-0.5597,False,1.0,lemma_reveals_family
stanza,place,place,4,Comportementale,4,Colère,0.8113,0.8113,5,Colère,1.371,0.865,0.5597,False,0.8,lemma_dilutes_surface
stanza,mots,mot,4,Suggérée,4,Joie,1.5,0.9464,9,Joie,2.0588,0.8867,0.5588,False,0.4444,lemma_dilutes_surface
stanza,impressionné,impressionner,4,Désignée,4,Admiration,1.5,0.9464,12,Admiration,2.0546,0.8849,0.5546,False,0.3333,lemma_dilutes_surface
stanza,arrive,arriver,4,Montrée,4,Surprise,1.5,0.9464,10,Surprise,2.0464,0.8814,0.5464,False,0.4,lemma_dilutes_surface
stanza,tranquille,tranquille,7,Montrée,7,Colère,-0.0,0.0,8,Colère,0.5436,0.5436,0.5436,False,0.875,lemma_dilutes_surface
stanza,oppose,opposer,3,Comportementale,3,Colère,-0.0,0.0,8,Colère,0.5436,0.5436,0.5436,False,0.375,lemma_dilutes_surface
stanza,mauvais,mauvais,7,Suggérée,7,Colère,1.1488,0.7248,21,Colère,1.6909,0.8455,0.5421,False,0.3333,lemma_dilutes_surface
stanza,entrez,entrer,3,Suggérée,3,Joie,0.9183,0.9183,6,Joie,1.4591,0.9206,0.5408,False,0.5,lemma_dilutes_surface
stanza,maison,maison,5,Suggérée,6,Peur,1.9183,0.9591,7,Peur,1.3788,0.8699,-0.5395,False,0.7143,lemma_reveals_family
stanza,mot,mot,5,Comportementale,5,Joie,1.5219,0.9602,9,Joie,2.0588,0.8867,0.5369,False,0.5556,lemma_dilutes_surface
stanza,rit,rire,4,Comportementale,4,Joie,-0.0,0.0,32,Joie,0.535,0.3375,0.535,False,0.125,lemma_dilutes_surface
stanza,regarde,regarder,5,Montrée,5,Colère,0.7219,0.7219,6,Colère,1.2516,0.7897,0.5297,False,0.8333,lemma_dilutes_surface
stanza,remportée,remporter,3,Suggérée,3,Joie,0.9183,0.9183,31,Joie,1.4474,0.7237,0.5291,False,0.0968,lemma_dilutes_surface
stanza,piles,pile,8,Suggérée,8,Peur,1.0,1.0,10,Peur,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface
stanza,heure,heure,4,Suggérée,4,Joie,1.0,1.0,5,Joie,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface
stanza,aucune,aucun,4,Suggérée,4,Colère,1.0,1.0,5,Colère,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface
stanza,voir,voir,11,Suggérée,11,Colère,2.1181,0.9122,32,Colère,2.637,0.8319,0.5189,False,0.3438,lemma_dilutes_surface
stanza,grandes,grand,4,Suggérée,4,Colère,2.0,1.0,25,Joie,2.5125,0.895,0.5125,True,0.16,lemma_dilutes_surface
stanza,difficiles,difficile,10,Suggérée,10,Peur,1.5219,0.9602,27,Tristesse,2.0265,0.7839,0.5046,True,0.3704,lemma_dilutes_surface
stanza,enfuir,enfuir,3,Comportementale,3,Peur,-0.0,0.0,9,Peur,0.5033,0.5033,0.5033,False,0.3333,lemma_dilutes_surface
stanza,subissent,subir,3,Désignée,3,Tristesse,-0.0,0.0,9,Tristesse,0.5033,0.5033,0.5033,False,0.3333,lemma_dilutes_surface
stanza,fou,fou,14,Montrée,14,Colère,1.8703,0.8055,24,Colère,2.3699,0.8442,0.4996,False,0.5833,lemma_dilutes_surface
stanza,yeux,œil,10,Suggérée,10,Surprise,1.961,0.8445,17,Colère,2.4419,0.8698,0.4809,True,0.5882,lemma_dilutes_surface
stanza,parler,parler,11,Montrée,11,Colère,1.6729,0.7205,21,Colère,2.1533,0.7178,0.4804,False,0.5238,lemma_dilutes_surface
stanza,choquant,choquant,5,Désignée,5,Colère,0.971,0.971,21,Surprise,1.4412,0.9093,0.4702,True,0.2381,lemma_dilutes_surface
stanza,croit,croire,6,Montrée,6,Colère,1.4591,0.9206,19,Colère,1.9291,0.8308,0.47,False,0.3158,lemma_dilutes_surface
stanza,affrontent,affronter,3,Comportementale,3,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.3,lemma_dilutes_surface
stanza,incroyable,incroyable,7,Désignée,7,Surprise,-0.0,0.0,10,Surprise,0.469,0.469,0.469,False,0.7,lemma_dilutes_surface
stanza,affrontés,affronter,3,Comportementale,3,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.3,lemma_dilutes_surface
stanza,célébrer,célébrer,5,Comportementale,5,Joie,-0.0,0.0,10,Joie,0.469,0.469,0.469,False,0.5,lemma_dilutes_surface
stanza,ferme,fermer,3,Montrée,9,Colère,1.4466,0.7233,7,Colère,0.9852,0.9852,-0.4614,False,0.4286,lemma_reveals_family
stanza,records,record,5,Suggérée,5,Fierté,1.5219,0.9602,21,Fierté,1.9814,0.9907,0.4595,False,0.2381,lemma_dilutes_surface
stanza,vexé,vexer,4,Désignée,4,Embarras,1.0,1.0,6,Tristesse,1.4591,0.9206,0.4591,True,0.6667,lemma_dilutes_surface
stanza,vexe,vexer,2,Désignée,4,Colère,1.0,1.0,6,Tristesse,1.4591,0.9206,0.4591,True,0.3333,lemma_dilutes_surface
stanza,détruites,détruire,4,Suggérée,4,Peur,1.0,1.0,12,Peur,1.4591,0.9206,0.4591,False,0.3333,lemma_dilutes_surface
stanza,jouer,jouer,5,Montrée,5,Colère,1.5219,0.9602,9,Joie,1.9749,0.9875,0.453,True,0.5556,lemma_dilutes_surface
stanza,mariés,marier,1,Suggérée,3,Tristesse,0.9183,0.9183,5,Joie,1.371,0.865,0.4527,True,0.2,lemma_dilutes_surface
stanza,rêver,rêver,3,Suggérée,3,Joie,0.9183,0.9183,5,Joie,1.371,0.865,0.4527,False,0.6,lemma_dilutes_surface
stanza,blessés,blessé,3,Suggérée,3,Peur,0.9183,0.9183,5,Peur,1.371,0.865,0.4527,False,0.6,lemma_dilutes_surface
stanza,graves,grave,7,Suggérée,7,Colère,1.3788,0.8699,36,Peur,1.8307,0.7884,0.4519,True,0.1944,lemma_dilutes_surface
stanza,incroyables,incroyable,3,Désignée,3,Surprise,0.9183,0.9183,10,Surprise,0.469,0.469,-0.4493,False,0.3,lemma_reveals_family
stanza,affronter,affronter,3,Comportementale,3,Colère,0.9183,0.9183,10,Colère,0.469,0.469,-0.4493,False,0.3,lemma_reveals_family
stanza,aimerais,aimer,5,Montrée,5,Colère,1.9219,0.961,21,Colère,2.3671,0.9157,0.4452,False,0.2381,lemma_dilutes_surface
stanza,laissez,laisser,3,Montrée,3,Colère,0.9183,0.9183,19,Colère,1.3605,0.6803,0.4422,False,0.1579,lemma_dilutes_surface
stanza,laisse,laisser,6,Montrée,6,Colère,0.9183,0.9183,19,Colère,1.3605,0.6803,0.4422,False,0.3158,lemma_dilutes_surface
stanza,marrantes,marrant,3,Désignée,3,Joie,-0.0,0.0,11,Joie,0.4395,0.4395,0.4395,False,0.2727,lemma_dilutes_surface
stanza,belle,beau,5,Suggérée,5,Joie,0.7219,0.7219,24,Joie,1.1582,0.7308,0.4363,False,0.2083,lemma_dilutes_surface
stanza,prestigieuse,prestigieux,3,Suggérée,3,Admiration,1.585,1.0,7,Admiration,1.1488,0.7248,-0.4362,False,0.4286,lemma_reveals_family
stanza,respecter,respecter,5,Suggérée,5,Colère,0.7219,0.7219,10,Colère,1.1568,0.7298,0.4349,False,0.5,lemma_dilutes_surface
stanza,renvoyé,renvoyer,5,Suggérée,5,Tristesse,0.971,0.971,8,Peur,1.4056,0.8869,0.4346,True,0.625,lemma_dilutes_surface
stanza,cru,croire,4,Montrée,4,Colère,1.5,0.9464,19,Colère,1.9291,0.8308,0.4291,False,0.2105,lemma_dilutes_surface
stanza,effondrée,effondrer,3,Suggérée,3,Peur,1.585,1.0,10,Peur,1.1568,0.7298,-0.4282,False,0.3,lemma_reveals_family
stanza,julien,julien,5,Montrée,7,Colère,1.1488,0.7248,5,Colère,0.7219,0.7219,-0.4269,False,1.0,lemma_reveals_family
stanza,prend,prendre,7,Suggérée,7,Colère,1.6645,0.8322,22,Peur,2.0876,0.8076,0.4231,True,0.3182,lemma_dilutes_surface
stanza,important,important,4,Suggérée,4,Fierté,1.5,0.9464,5,Fierté,1.9219,0.961,0.4219,False,0.8,lemma_dilutes_surface
stanza,conflits,conflit,4,Comportementale,4,Colère,0.8113,0.8113,13,Colère,0.3912,0.3912,-0.4201,False,0.3077,lemma_reveals_family
stanza,menaçait,menacer,4,Désignée,4,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.0851,lemma_dilutes_surface
stanza,menacés,menacer,6,Désignée,6,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.1277,lemma_dilutes_surface
stanza,menacée,menacer,3,Désignée,3,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.0638,lemma_dilutes_surface
stanza,menacent,menacer,7,Désignée,7,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.1489,lemma_dilutes_surface
stanza,subir,subir,3,Désignée,3,Tristesse,0.9183,0.9183,9,Tristesse,0.5033,0.5033,-0.415,False,0.3333,lemma_reveals_family
stanza,feu,feu,3,Suggérée,3,Colère,1.585,1.0,4,Colère,2.0,1.0,0.415,False,0.75,lemma_dilutes_surface
stanza,courir,courir,3,Suggérée,3,Colère,1.585,1.0,4,Colère,2.0,1.0,0.415,False,0.75,lemma_dilutes_surface
stanza,inquiète,inquiet,23,Désignée,36,Peur,0.4138,0.4138,44,Peur,-0.0,0.0,-0.4138,False,0.5227,lemma_reveals_family
stanza,tendues,tendu,6,Suggérée,6,Colère,-0.0,0.0,12,Colère,0.4138,0.4138,0.4138,False,0.5,lemma_dilutes_surface
stanza,surprises,surprise,5,Désignée,5,Surprise,-0.0,0.0,46,Surprise,0.4077,0.2572,0.4077,False,0.1087,lemma_dilutes_surface
stanza,inquiétant,inquiéter,6,Désignée,6,Peur,-0.0,0.0,37,Peur,0.406,0.406,0.406,False,0.1622,lemma_dilutes_surface
stanza,inquiètent,inquiéter,13,Désignée,13,Peur,-0.0,0.0,37,Peur,0.406,0.406,0.406,False,0.3514,lemma_dilutes_surface
stanza,tendue,tendu,4,Désignée,4,Colère,0.8113,0.8113,12,Colère,0.4138,0.4138,-0.3975,False,0.3333,lemma_reveals_family
stanza,travailler,travailler,10,Comportementale,10,Colère,0.469,0.469,11,Colère,0.8659,0.5463,0.3969,False,0.9091,lemma_dilutes_surface
stanza,dur,dur,10,Suggérée,10,Tristesse,1.1568,0.7298,12,Tristesse,1.5511,0.7755,0.3943,False,0.8333,lemma_dilutes_surface
stanza,battre,battre,5,Comportementale,5,Colère,1.9219,0.961,13,Colère,2.3158,0.8959,0.3939,False,0.3846,lemma_dilutes_surface
stanza,réussi,réussir,13,Suggérée,13,Joie,2.2578,0.9724,19,Joie,2.6498,0.9439,0.392,False,0.6842,lemma_dilutes_surface
stanza,menaçant,menacer,4,Désignée,4,Peur,0.8113,0.8113,47,Peur,0.4199,0.4199,-0.3914,False,0.0851,lemma_reveals_family
stanza,conflit,conflit,9,Comportementale,9,Colère,-0.0,0.0,13,Colère,0.3912,0.3912,0.3912,False,0.6923,lemma_dilutes_surface
stanza,mere,mere,11,Montrée,11,Colère,-0.0,0.0,13,Colère,0.3912,0.3912,0.3912,False,0.8462,lemma_dilutes_surface
stanza,violent,violent,9,Suggérée,9,Peur,0.5033,0.5033,21,Peur,0.8929,0.5634,0.3896,False,0.4286,lemma_dilutes_surface
stanza,empêcher,empêcher,5,Suggérée,5,Joie,1.5219,0.9602,8,Peur,1.9056,0.9528,0.3837,True,0.625,lemma_dilutes_surface
stanza,osent,oser,3,Comportementale,3,Embarras,0.9183,0.9183,8,Embarras,1.2988,0.8194,0.3805,False,0.375,lemma_dilutes_surface
stanza,premier,premier,4,Suggérée,4,Colère,2.0,1.0,18,Joie,2.3774,0.9197,0.3774,True,0.2222,lemma_dilutes_surface
stanza,aimer,aimer,4,Suggérée,4,Colère,2.0,1.0,21,Colère,2.3671,0.9157,0.3671,False,0.1905,lemma_dilutes_surface
stanza,aime,aimer,4,Suggérée,4,Colère,2.0,1.0,21,Colère,2.3671,0.9157,0.3671,False,0.1905,lemma_dilutes_surface
stanza,vivre,vivre,5,Suggérée,5,Colère,1.9219,0.961,13,Tristesse,2.2878,0.885,0.3659,True,0.3846,lemma_dilutes_surface
stanza,insultent,insulter,3,Suggérée,3,Colère,1.585,1.0,22,Embarras,1.2197,0.7696,-0.3653,True,0.1364,lemma_reveals_family
stanza,histoire,histoire,6,Suggérée,6,Fierté,1.585,1.0,7,Fierté,1.9502,0.9751,0.3652,False,0.8571,lemma_dilutes_surface
stanza,jour,jour,5,Suggérée,5,Joie,1.9219,0.961,9,Joie,2.281,0.8824,0.3591,False,0.5556,lemma_dilutes_surface
stanza,violentes,violent,6,Suggérée,6,Peur,1.2516,0.7897,21,Peur,0.8929,0.5634,-0.3587,False,0.2857,lemma_reveals_family
stanza,porter,porter,5,Comportementale,5,Colère,1.9219,0.961,10,Colère,1.571,0.7855,-0.3509,False,0.5,lemma_reveals_family
